entity_id,entity_type,display_name,is_exogenous,summary_quality,merged_source_count
molecule.ecocyc.78-Dihydropterins,small_molecule,"a 7,8-dihydropterin",false,informative,1
molecule.ecocyc.Mycolipanolic-Acids,small_molecule,a mycolipanolate,true,informative,1
molecule.ecocyc.17-Alpha-Hydroxysteroids,small_molecule,a 17-α-hydroxysteroid,true,informative,1
molecule.ecocyc.HEPARIN-GLUCOSAMINE-3-O-SULFATE,small_molecule,a [heparan sulfate] containing α-D-glucosamine 3-sulfate,true,informative,1
molecule.ecocyc.Galactose-beta-13-N-glycans,small_molecule,"a galactose-β-1,3-N-glycan",true,informative,1
molecule.ecocyc.CPD-190,small_molecule,N-acetyl-α-D-glucosaminyl-diphosphodolichol,false,informative,1
molecule.ecocyc.tRNA-Containing-N1-MethylAdenine-58,small_molecule,an N1-methyladenine58 in tRNA,false,informative,1
molecule.ecocyc.CPD-21406,small_molecule,"a partially deacetylated poly-β-1,6-N-acetyl-D-glucosamine (fragment 1)",false,informative,1
molecule.ecocyc.L-Cysteine-Desulfurase-persulfide,small_molecule,an [L-cysteine desulfurase]-S-sulfanyl-L-cysteine,false,informative,1
molecule.ecocyc.Hydroxymethylbilane-Synthase-ES4,small_molecule,a [hydroxymethylbilane synthase] ES4 intermediate,false,informative,1
molecule.ecocyc.Phthiocerol-B,small_molecule,a phthiocerol B,true,informative,1
molecule.ecocyc.Cullin-L-Lysine,small_molecule,a [cullin]-L-lysine,true,informative,1
molecule.ecocyc.34-Didehydropyranosides,small_molecule,"a 3,4-didehydropyranoside",true,informative,1
molecule.ecocyc.Mycosanoic-Acids,small_molecule,a mycosanoate,true,informative,1
molecule.ecocyc.Guaiacols,small_molecule,a guaiacol,true,informative,1
molecule.ecocyc.GlcMan9GlcNAc2-proteins,small_molecule,GlcMan9(GlcNAc)2-[protein],false,informative,1
molecule.ecocyc.Unknown-Inducers,small_molecule,Unknown-Inducers,true,informative,1
molecule.ecocyc.C-nitro-compounds,small_molecule,a C-nitro compound,true,informative,1
molecule.ecocyc.Lysophosphatidylcholines-16-1,small_molecule,lysophosphatidylcholine-16:1,true,informative,1
molecule.ecocyc.Type-BLeb-antigen,small_molecule,a B (Lewis b) histo-blood group epitope,true,informative,1
molecule.ecocyc.tRNA-Containing-N2-Methylguanine-10,small_molecule,an N2-methylguanine10 in tRNA,false,informative,1
molecule.ecocyc.S-ubiquitinyl-UCP-E2-L-cysteine,small_molecule,an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine,false,informative,1
molecule.ecocyc.TUM1-L-cysteine,small_molecule,a [3-mercaptopyruvate sulfurtransferase]-L-cysteine,false,informative,1
molecule.ecocyc.LYSO-ORNITHINE-LIPIDS,small_molecule,a lyso-ornithine lipid,true,informative,1
molecule.ecocyc.Protein-L-Arginines,small_molecule,a [protein]-L-arginine,true,informative,1
molecule.ecocyc.Stilbenoids,small_molecule,a stilbenoid,true,informative,1
molecule.ecocyc.Hydroperoxy-octadecatrienoates,small_molecule,an HpOTre,false,informative,1
molecule.ecocyc.5-L-GLUTAMYL-AMINO-ACID,small_molecule,an α-(5-L-glutamyl)-amino acid,false,informative,1
molecule.ecocyc.Sulfur-Molecular-Entities,small_molecule,a sulfur molecular entity,false,informative,1
molecule.ecocyc.Protein-Ser-or-Thr-adenylate,small_molecule,an O-(5'-adenylyl)-L-serine/L-threonine-[protein],false,informative,1
molecule.ecocyc.Mycobacterial-Arabinogalactans,small_molecule,a mycobacterial arabinogalactan,true,informative,1
molecule.ecocyc.Oligomers-Of-Galactosamines,small_molecule,an oligomer of galactosamine,true,informative,1
molecule.ecocyc.Lipid-linked-13-mannosyl-mannose-oligos,small_molecule,a lipid-linked α(1->3)-D-mannosyl-D-mannose-oligosaccharide,false,informative,1
molecule.ecocyc.DIHYDROFOLATE-GLU-N,small_molecule,"a 7,8-dihydrofolate",false,informative,1
molecule.ecocyc.3-terminal-unsaturated-sugars,small_molecule,a DNA with 3'-terminal unsaturated sugar,true,informative,1
molecule.ecocyc.N-Acetoxy-Arylamines,small_molecule,an N-acetoxyarylamine,true,informative,1
molecule.ecocyc.Digalactosyldiacylglycerols-36-3,small_molecule,digalactosyldiacylglycerol-36:3,false,informative,1
molecule.ecocyc.Dihydromenaquinols,small_molecule,a dihydromenaquinol,false,informative,1
molecule.ecocyc.Protein-Cysteine-Hemithioacetal,small_molecule,an S-(1-hydroxy-2-oxopropyl)-[protein]-L-cysteine,false,informative,1
molecule.ecocyc.Nacsent-Peptidoglycan,small_molecule,a nascent peptidoglycan molecule,false,informative,1
molecule.ecocyc.CPD-8559,small_molecule,a 6-(D-glucose-1-phospho)-D-mannosyl-[protein],false,informative,1
molecule.ecocyc.23S-rRNA-N7-methylguanine-2069,small_molecule,an N7-methylguanine2069 in 23S rRNA,false,informative,1
molecule.ecocyc.23S-rRNA-uridine2457,small_molecule,uridine2457 in 23S rRNA,false,informative,1
molecule.ecocyc.Octanoylated-Gcv-H,small_molecule,a [glycine-cleavage complex H protein] N6-octanoyl-L-lysine,false,informative,1
molecule.ecocyc.Chlorides,small_molecule,an organochlorine compound,true,informative,1
molecule.ecocyc.Phthiodiolenone-B,small_molecule,a phthiodiolenone B,true,informative,1
molecule.ecocyc.HEME_C,small_molecule,heme c,false,informative,1
molecule.ecocyc.Aminophenols,small_molecule,an aminophenol,true,informative,1
molecule.ecocyc.Hydroxamates,small_molecule,a hydroxamate,true,informative,1
molecule.ecocyc.Phosphatidylcholines-32-0,small_molecule,phosphatidylcholine-32:0,false,informative,1
molecule.ecocyc.Thyroglobulin-3-5-diiodotyrosines,small_molecule,"a [thyroglobulin]-3,5-diiodotyrosine",true,informative,1
molecule.ecocyc.Medium-Chain-3-Hydroxyacyl-CoAs,small_molecule,a medium-chain (3R)-3-hydroxyacyl-CoA,false,informative,1
molecule.ecocyc.50S-Ribosomal-subunit-protein-L16-Arg,small_molecule,a [50S ribosomal subunit protein L16]-L-arginine81,false,informative,1
molecule.ecocyc.Methyl-Inositols,small_molecule,a methylated inositol,true,informative,1
molecule.ecocyc.Phosphates,small_molecule,an inorganic phosphate,false,informative,1
molecule.ecocyc.16S-rRNA-5-O-methylcytosine967,small_molecule,a 5-methylcytosine967 in 16S rRNA,false,informative,1
molecule.ecocyc.TAG-18-3-34-2s,small_molecule,a TAG(18:3/34:2),true,informative,1
molecule.ecocyc.CPD0-1950,small_molecule,DL-norvaline,false,informative,1
molecule.ecocyc.Phenyl-Acetates,small_molecule,a phenyl acetate,true,informative,1
molecule.ecocyc.Acylated-Acyl-Acceptors,small_molecule,an acylated acyl acceptor,true,informative,1
molecule.ecocyc.N-terminal-L-Serine,small_molecule,an N-terminal L-seryl-[protein],false,informative,1
molecule.ecocyc.L-methionyl-L-isoleucyl-Protein,small_molecule,an N-terminal-L-methionyl-L-isoleucyl-[protein],false,informative,1
molecule.ecocyc.Chromenes,small_molecule,a chromene,true,informative,1
molecule.ecocyc.Aromatic-S-hydroxynitriles,small_molecule,an aromatic (S)-hydroxynitrile,true,informative,1
molecule.ecocyc.DL-3-HYDROXYASPARTATE,small_molecule,3-hydroxyaspartate,false,informative,1
molecule.ecocyc.Mucin-type-glycans,small_molecule,a mucin-type O-glycan,true,informative,1
molecule.ecocyc.Difucosyl-sialyl-Lewis-X,small_molecule,a difucosylated sialylated Lewis x epitope,true,informative,1
molecule.ecocyc.5-10-METHENYL-THF-GLU-N,small_molecule,"a 5,10-methenyltetrahydrofolate",false,informative,1
molecule.ecocyc.C35-Terpenes,small_molecule,a sesquarterpenoid,true,informative,1
molecule.ecocyc.Monoterpene-Ketones,small_molecule,a monoterpene ketone,true,informative,1
molecule.ecocyc.Heparin-sulfo-NGlc,small_molecule,[heparin]-α-N-sulfo-D-glucosamine,true,informative,1
molecule.ecocyc.DL-Phospholactate,small_molecule,phospholactate,false,informative,1
molecule.ecocyc.Protein-L-Aspartates,small_molecule,a [protein]-L-aspartate,true,informative,1
molecule.ecocyc.Cyclic-Dinucleotides,small_molecule,a cyclic dinucleotide,true,informative,1
molecule.ecocyc.N7-Methylguanosine-containing-rRNAs,small_molecule,a 7-methylguanosine in rRNA,false,informative,1
molecule.ecocyc.Heparin-NAcGlc-3S,small_molecule,[heparin]-α-N-acetyl-D-glucosamine 3-O-sulfate,true,informative,1
molecule.ecocyc.C-terminal-L-arginine,small_molecule,a [protein] C-terminal L-arginine,false,informative,1
molecule.ecocyc.ALPHA-N-ACETYLNEURAMINYL-ETCETERA,small_molecule,an N-acetyl-α-neuraminyl-(2->3)-β-D-galactosyl-(1->3)-N-acetyl-α-D-galactosaminyl-R,false,informative,1
molecule.ecocyc.Carbapenems,small_molecule,a carbapenem,true,informative,1
molecule.ecocyc.5-Halogenated-Analogs,small_molecule,a 5-halogenated analog,true,informative,1
molecule.ecocyc.1-Alkenyl-phosphoglycerol,small_molecule,a 1-O-(1Z-alk-1-enyl)-sn-3-phosphoglycerol,false,informative,1
molecule.ecocyc.23S-rRNA-Adenosines,small_molecule,23S rRNA adenosine,false,informative,1
molecule.ecocyc.Lysophosphatidylglycerols-18-2,small_molecule,lysophosphatidylglycerol-18:2,false,informative,1
molecule.ecocyc.VERY-LONG-CHAIN-FATTY-ACYL-AMPs,small_molecule,a very long chain fatty-acyl adenylate ester,false,informative,1
molecule.ecocyc.CmaA-L-allo-isoleucine,small_molecule,L-allo-isoleucyl-[CmaA peptidyl-carrier protein],false,informative,1
molecule.ecocyc.Cytosine-Nucleotides,small_molecule,a cytosine nucleotide,false,informative,1
molecule.ecocyc.Compound-III,small_molecule,compound III,false,informative,1
molecule.ecocyc.Pyrrolines,small_molecule,a pyrroline,true,informative,1
molecule.ecocyc.NNN-Trimethyl-Ornithine-Lipid,small_molecule,"an N,N,N-trimethylornithine lipid",false,informative,1
molecule.ecocyc.Ubiquinones,small_molecule,a ubiquinone,false,informative,1
molecule.ecocyc.23S-rRNA-uracil-747,small_molecule,a uracil747 in 23S rRNA,false,informative,1
molecule.ecocyc.CPD-13005,small_molecule,cellulose polysulfate,true,informative,1
molecule.ecocyc.Formate-acetyltrans-glycine-radical,small_molecule,a [formate C acetyltransferase]-glycin -2-yl radical,false,informative,1
molecule.ecocyc.Soluble-Heteroglycans,small_molecule,a plant soluble heteroglycan,true,informative,1
molecule.ecocyc.LOS,small_molecule,a lipid A-core oligosaccharide,false,informative,1
molecule.ecocyc.A-Clusters,small_molecule,A-cluster,false,informative,1
molecule.ecocyc.Linear-Malto-Oligosaccharides,small_molecule,a linear malto-oligosaccharide,false,informative,1
molecule.ecocyc.PRENYLFLAVANONES,small_molecule,a prenylflavanone,true,informative,1
molecule.ecocyc.23S-rRNA-5-methyluracil1939,small_molecule,a 5-methyluracil1939 in 23S rRNA,false,informative,1
molecule.ecocyc.Sialyloligosaccharides,small_molecule,a sialyloligosaccharide,true,informative,1
molecule.ecocyc.Alkylated-Bases,small_molecule,an alkylated nucleobase,true,informative,1
molecule.ecocyc.Long-Chain-Alkanes,small_molecule,a long-chain alkane,true,informative,1
molecule.ecocyc.DNA-6-O-Methyl-Guanines,small_molecule,an O6-methylguanine in DNA,true,informative,1
molecule.ecocyc.NDP-34-didehydro-26-dideoxy-D-glucose,small_molecule,"an NDP-3,4-didehydro-2,6-dideoxy-α-D-glucose",true,informative,1
molecule.ecocyc.Rhd-L-Cysteine,small_molecule,a [Rhd protein]-L-cysteine,true,informative,1
molecule.ecocyc.RhD-Persulfides,small_molecule,a [Rhd protein] persulfide,false,informative,1
molecule.ecocyc.2-OH-3-Methyl-Saturated-Fatty-Acyl-CoA,small_molecule,"a 2-hydroxy-3-methyl-branched 2,3,4-saturated fatty acyl-CoA",false,informative,1
molecule.ecocyc.2-Carboxy-Acyl-CoAs,small_molecule,a 2-carboxyacyl-CoA,false,informative,1
molecule.ecocyc.Coelenterazin-dioxetanone,small_molecule,a coelenterazine dioxetanone,true,informative,1
molecule.ecocyc.Digalactosyldiacylglycerols-38-3,small_molecule,digalactosyldiacylglycerol-38:3,false,informative,1
molecule.ecocyc.Organic-Acids,small_molecule,an organic acid,true,informative,1
molecule.ecocyc.CPD1G-360,small_molecule,a cis-keto-C60-meroacyl-adenylate,true,informative,1
molecule.ecocyc.CPD-14931,small_molecule,4a-hydroxy-N10-formyltetrahydrofolate,false,informative,1
molecule.ecocyc.UDP-3R-hydroxyacyl-GlcN,small_molecule,UDP-3-O-[(3R)-3-hydroxyacyl]-α-D-glucosamine,false,informative,1
molecule.ecocyc.Protein-2-amino-5-hydroxy-6-oxohexanoate,small_molecule,a [protein]-(S)-2-amino-5-hydroxy-6-oxohexanoate,false,informative,1
molecule.ecocyc.CPD1G-1531,small_molecule,a mycolyl-arabinogalactan-peptidoglycan complex,true,informative,1
molecule.ecocyc.Heme_I,small_molecule,heme i,false,informative,1
molecule.ecocyc.Cyclitol-Carboxylic-Acids,small_molecule,a cyclitol carboxylate,true,informative,1
molecule.ecocyc.D-Amino-Acids,small_molecule,a D-amino acid,true,informative,1
molecule.ecocyc.KERATAN-6-SULFATE,small_molecule,a keratan sulfate,true,informative,1
molecule.ecocyc.Organometalloidal-Compounds,small_molecule,an organometalloidal compound,true,informative,1
molecule.ecocyc.Queuine-Nucleotides,small_molecule,a queuine nucleotide,false,informative,1
molecule.ecocyc.Phospholipid-Oleate,small_molecule,a [phospholipid]-oleate,false,informative,1
molecule.ecocyc.tRNA-guanosine18,small_molecule,a guanosine18 in tRNA,false,informative,1
molecule.ecocyc.Monoterpenol-Acetate-Esters,small_molecule,a monoterpenol acetate ester,true,informative,1
molecule.ecocyc.CPD0-1174,small_molecule,a GlcNAc-MurNAc-pentapeptide,false,informative,1
molecule.ecocyc.D-aldopentose,small_molecule,a D-aldopentose,true,informative,1
molecule.ecocyc.CHONDROITIN-4-SULFATE,small_molecule,a [chondroitin-sulfate] containing 4-O-sulfo-N-acetylgalactosamine,true,informative,1
molecule.ecocyc.Aminated-Amine-Donors,small_molecule,an aminated amino group donor,true,informative,1
molecule.ecocyc.FLAVANONES,small_molecule,a flavanone,true,informative,1
molecule.ecocyc.Long-Chain-Steryl-Esters,small_molecule,a long-chain 3-hydroxysterol ester,false,informative,1
molecule.ecocyc.CPD-13198,small_molecule,"an exposed unphosphorylated, unbranched malto-oligosaccharide tail on amylopectin",true,informative,1
molecule.ecocyc.Protein-N-acetyl-D-glucosamin-L-serine,small_molecule,an N-acetyl-β-D-glucosaminyl-L-serine-[protein],false,informative,1
molecule.ecocyc.Pentasaccharides,small_molecule,a pentasaccharide,false,informative,1
molecule.ecocyc.Phosphoric-Esters,small_molecule,a phosphoric ester,true,informative,1
molecule.ecocyc.Pyrimidine-nucleotides,small_molecule,a pyrimidine nucleotide,false,informative,1
molecule.ecocyc.CPD-11631,small_molecule,"(R,S)-piperazine-2-tert-butylcarboxamide",true,informative,1
molecule.ecocyc.Porphyran-With-Anhydrogalactose-Residues,small_molecule,a methylated agarose,true,informative,1
molecule.ecocyc.Receptor-Protein-Ser-or-Thr-phosphate,small_molecule,a [receptor protein] (L-serine/L-threonine) phosphate,true,informative,1
molecule.ecocyc.28S-rRNA-adenine-4328,small_molecule,adenine4328 in 28S rRNA,false,informative,1
molecule.ecocyc.CPD-11501,small_molecule,a K vitamin,true,informative,1
molecule.ecocyc.Plant-Arabinogalactans,small_molecule,a plant arabinogalactan,true,informative,1
molecule.ecocyc.Aryl-Lactates,small_molecule,an aryl-lactate,true,informative,1
molecule.ecocyc.mcm5s2U-34-tRNA,small_molecule,a 5-(2-methoxy-2-oxoethyl)2-thiouridine34 in tRNA,false,informative,1
molecule.ecocyc.5mCpG-sites,small_molecule,a 5-methyl-CpG site,true,informative,1
molecule.ecocyc.Glycosylated-Dolichols,small_molecule,a glycosylated dolichol,false,informative,1
molecule.ecocyc.3-Hydroxy-11-cis-retinol,small_molecule,11-cis-3-hydroxyretinol,true,informative,1
molecule.ecocyc.Penems,small_molecule,a penem,true,informative,1
molecule.ecocyc.Modified-Nucleosides-In-RNA,small_molecule,a modified nucleoside within RNA,false,informative,1
molecule.ecocyc.Carbonyls,small_molecule,a carbonyl,true,informative,1
molecule.ecocyc.Pseudomonoyl-CoAs,small_molecule,a pseudomonoyl-CoA,true,informative,1
molecule.ecocyc.Galactose,small_molecule,galactose,false,informative,1
molecule.ecocyc.Soluble-Heteroglycans-LI,small_molecule,SHGLI,true,informative,1
molecule.ecocyc.23-24-Dihydrocucurbitacins,small_molecule,"a 23,24-dihydrocucurbitacin",true,informative,1
molecule.ecocyc.3-Enoyl-CoAs,small_molecule,a 3-enoyl-CoA,false,informative,1
molecule.ecocyc.Galactosaminoglycans,small_molecule,a galactosaminoglycan,true,informative,1
molecule.ecocyc.N-terminal-N-Ac-glycine,small_molecule,an N-terminal Nα-acetyl-glycyl-[protein],false,informative,1
molecule.ecocyc.Monogalactosyldiacylglycerols-34-2,small_molecule,monogalactosyldiacylglycerol-34:2,false,informative,1
molecule.ecocyc.Cephems,small_molecule,a cephem,true,informative,1
molecule.ecocyc.S-ubiquitinyl-HECT-E3-UCP-L-cysteine,small_molecule,a [HECT-type E3 ubiquitin transferase]-S-ubiquitinyl-L-cysteine,false,informative,1
molecule.ecocyc.Monosaccharide-Sulfates,small_molecule,a monosaccharide sulfate,true,informative,1
molecule.ecocyc.PEPTIDAMIDE-CPD,small_molecule,a [protein]-amide,true,informative,1
molecule.ecocyc.L-Fructofuranose,small_molecule,L-fructofuranose,false,informative,1
molecule.ecocyc.CPD-20645,small_molecule,a dipeptide with an N-terminal L-histidine,false,informative,1
molecule.ecocyc.A-2-METHYLTHIOCYTOSINE32-IN-TRNA,small_molecule,a 2-methylthiocytosine32 in tRNA,false,informative,1
molecule.ecocyc.TRANS-POLYISOPRENYL-P,small_molecule,an all-trans-isoprenoid phosphate,false,informative,1
molecule.ecocyc.Chondroitin-sulfate-disaccharides,small_molecule,a chondroitin sulfate disaccharide,true,informative,1
molecule.ecocyc.3-Phosphomonucleotides,small_molecule,a ribonucleoside 3'-phosphate,false,informative,1
molecule.ecocyc.CPD-24516,small_molecule,an α-Hep-(1→7)-α-Hep-(1→3)-4-O-phospho-α-Hep-(1→5)-[α-Kdo-(2→4)]-α-Kdo-(2→6)-[lipid A],false,informative,1
molecule.ecocyc.Long-chain-fatty-acyl-AMPs,small_molecule,a long-chain fatty-acyl adenylate ester,false,informative,1
molecule.ecocyc.Beta-phellandrene,small_molecule,β-phellandrene,true,informative,1
molecule.ecocyc.Sulfur-Containing-Carboxylates,small_molecule,a sulfur-containing carboxylate,true,informative,1
molecule.ecocyc.Man6-GlcNAc2-protein-A12B2,small_molecule,"Man6(GlcNAc)2-[protein] (isomer 6A1,2B2)",false,informative,1
molecule.ecocyc.tRNA-containing-5-CarbMeAminome-uridine,small_molecule,a 5-carboxymethylaminomethyluridine34 in tRNA,false,informative,1
molecule.ecocyc.tRNA-uridine34,small_molecule,a uridine34 in tRNA,false,informative,1
molecule.ecocyc.Phosphatidylcholines-40-5,small_molecule,phosphatidylcholine-40:5,false,informative,1
molecule.ecocyc.Heparan,small_molecule,heparosan-[core protein],true,informative,1
molecule.ecocyc.N6-Methyladenine-containing-mRNAs,small_molecule,an N6-methyladenine in mRNA,false,informative,1
molecule.ecocyc.23S-rRNA-N3-methylpseudouridine1915,small_molecule,an N3-methylpseudouridine1915 in 23S rRNA,false,informative,1
molecule.ecocyc.Phthiocerols,small_molecule,a phthiocerol,true,informative,1
molecule.ecocyc.4prime-Hydroxyflavanones,small_molecule,a 4'-hydroxyflavanone,true,informative,1
molecule.ecocyc.medium-Chain-Trans-23-Dehydroacyl-CoA,small_molecule,a medium-chain (2E)-2-enoyl-CoA,false,informative,1
molecule.ecocyc.Polysaccharides-mannuronate-residues,small_molecule,polysaccharides containing β-D-mannuronate residues,false,informative,1
molecule.ecocyc.Soyasapogenol-E-Monoglucosides,small_molecule,a soyasapogenol E monoglucoside,true,informative,1
molecule.ecocyc.Phosphatidylethanolamines-36-1,small_molecule,phosphatidylethanolamine-36:1,false,informative,1
molecule.ecocyc.3-Alpha-Mannosyl-Heteroglycans,small_molecule,3-(alpha-D-mannosyl)-heteroglycan,false,informative,1
molecule.ecocyc.Rifamycins,small_molecule,a rifamycin,true,informative,1
molecule.ecocyc.Short-Chain-2-Enoyl-CoAs,small_molecule,a short-chain 2-enoyl-CoA,false,informative,1
molecule.ecocyc.Pentaric-Acids,small_molecule,a pentaric acid,true,informative,1
molecule.ecocyc.ALLANTOIN,small_molecule,allantoin,false,informative,1
molecule.ecocyc.Type-ALeb-antigen,small_molecule,"an N-acetyl-α-D-galactosaminyl-(1,3)[α-L-fucosyl-(1,2)]-β-D-galactosyl-(1,3)-[α-L-fucosyl-(1,4)]-N-acetyl-β-D-glucosamine-(1→protein]",true,informative,1
molecule.ecocyc.a-GlcNAc-16-anhydro-MurNAc-tripeptide,small_molecule,"a GlcNAc-1,6-anhydro-MurNAc-tripeptide",false,informative,1
molecule.ecocyc.Branched-Unphos-Amylopectin-Tails,small_molecule,"an exposed unphosphorylated, (α-1,6)-branched malto-oligosaccharide tail on amylopectin",true,informative,1
molecule.ecocyc.2R-Hydroxy-Fatty-Acids,small_molecule,a (2R)-2-hydroxyfatty acid,true,informative,1
molecule.ecocyc.CPD-11620,small_molecule,(S)-piperidine-2-carboxamide,true,informative,1
molecule.ecocyc.CPD-19787,small_molecule,a 2-acyl-4-prenylphloroglucinol,true,informative,1
molecule.ecocyc.Thio-Ethers,small_molecule,a thioether,true,informative,1
molecule.ecocyc.Phosphatidylglycerols-34-2,small_molecule,phosphatidylglycerol-34:2,false,informative,1
molecule.ecocyc.23S-rRNA-pseudouridine2457,small_molecule,a pseudouridine2457 in 23S rRNA,false,informative,1
molecule.ecocyc.DNA-Cleaved-Recognition-Site,small_molecule,DNA cleaved at recognition site,false,informative,1
molecule.ecocyc.S-ubiquitinyl-E3-independent-E2-Cys,small_molecule,an [(E3-independent) E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine,false,informative,1
molecule.ecocyc.Sulfamates,small_molecule,a sulfamate,true,informative,1
molecule.ecocyc.Modified-Uridines,small_molecule,a modified uridine,false,informative,1
molecule.ecocyc.TAG-18-3-32-1s,small_molecule,a TAG(18:3/32:1),true,informative,1
molecule.ecocyc.CPD-26396,small_molecule,a hexonate,false,informative,1
molecule.ecocyc.Monoterpenyl-Diphosphates,small_molecule,a monoterpenyl diphosphate,true,informative,1
molecule.ecocyc.Tetracyclines,small_molecule,a tetracycline,true,informative,1
molecule.ecocyc.O-acylcarnitines,small_molecule,an O-acyl-carnitine,true,informative,1
molecule.ecocyc.Gentamicin-2-prime-prime-phosphate,small_molecule,a gentamicin 2''-phosphate,true,informative,1
molecule.ecocyc.Aldotrioses,small_molecule,an aldotriose,true,informative,1
molecule.ecocyc.CPD-18967,small_molecule,dehydrodiconiferyl aldehyde,true,informative,1
molecule.ecocyc.Guanosine-2922-in-27S-pre-rRNA,small_molecule,a guanosine2922 in 27S pre-rRNA,false,informative,1
molecule.ecocyc.SH-Compounds,small_molecule,a -SH Compound,true,informative,1
molecule.ecocyc.N1-METHYLADENINE-RNA,small_molecule,an N1-methyladenine in RNA,true,informative,1
molecule.ecocyc.N6-Pup-gamma-L-glutamyl-protein-L-lysine,small_molecule,N6-([prokaryotic ubiquitin-like protein]-γ-L-glutamyl)-[protein]-L-lysine,false,informative,1
molecule.ecocyc.Myelin-N-o-methyl-arginines,small_molecule,[myelin basic protein]-Nω-methyl-arginine,true,informative,1
molecule.ecocyc.Short-Chain-Acyl-CoAs,small_molecule,a short-chain fatty acyl-CoA,false,informative,1
molecule.ecocyc.Azobenzenes,small_molecule,an azobenzene,true,informative,1
molecule.ecocyc.Galactofuran,small_molecule,a galactofuran,true,informative,1
molecule.ecocyc.Digalactosyldiacylglycerols-34-1,small_molecule,digalactosyldiacylglycerol-34:1,false,informative,1
molecule.ecocyc.CPD-1109,small_molecule,an N-acyl-D-mannosamine,false,informative,1
molecule.ecocyc.25S-rRNA-uracil-2843,small_molecule,a uracil2843 in 25S rRNA,false,informative,1
molecule.ecocyc.Cyclic-Nucleoside-Monophosphates,small_molecule,a cyclic mononucleotide,false,informative,1
molecule.ecocyc.DNA-with-Alkylated-Adenines,small_molecule,an alkylated adenine in DNA,true,informative,1
molecule.ecocyc.12-Hydroxyjasmonates,small_molecule,tuberonic acid,true,informative,1
molecule.ecocyc.an-antimicrobial-agent,small_molecule,an antimicrobial agent,true,informative,1
molecule.ecocyc.Alpha-D-aldose-1-phosphates,small_molecule,an α-D-aldose 1-phosphate,false,informative,1
molecule.ecocyc.ACYLCHLORIDE,small_molecule,an acylchloride,true,informative,1
molecule.ecocyc.Hydroxybenzoates,small_molecule,a hydroxybenzoate,true,informative,1
molecule.ecocyc.Man-12-Man-12-Man-Proteins,small_molecule,an α-D-Man-(1→2)-α-D-Man-(1→2)-α-D-Man-3-O-(Ser/Thr)-[protein],false,informative,1
molecule.ecocyc.Beta-Glycosylated-Hydroxymethylated-DNAs,small_molecule,a β-glucosyl-hydroxymethylcytosine in DNA,true,informative,1
molecule.ecocyc.16S-rRNA-cytidine1402,small_molecule,a cytidine1402 in 16S rRNA,false,informative,1
molecule.ecocyc.GIPC-40-0-3s,small_molecule,a glycosylinositolphosphoceramide(40:0)-3,true,informative,1
molecule.ecocyc.Protein-Glutamates,small_molecule,a [protein]-L-glutamate,true,informative,3
molecule.ecocyc.Cycic-Dipeptides,small_molecule,a cyclic dipeptide,true,informative,1
molecule.ecocyc.Soyasapogenol-B-glycosides,small_molecule,a soyasapogenol B glycoside,true,informative,1
molecule.ecocyc.Modified-cytosine-in-tRNAs,small_molecule,a modified cytosine within tRNA,false,informative,1
molecule.ecocyc.23S-rRNA-Guanines,small_molecule,a guanine in 23S rRNA,false,informative,1
molecule.ecocyc.Nascent-peptidoglycan-dimer,small_molecule,a nascent peptidoglycan dimer (generic),false,informative,1
molecule.ecocyc.Lysophosphatidylethanolamines-16-1,small_molecule,lysophosphatidylethanolamine-16:1,false,informative,1
molecule.ecocyc.LIPOPEPTIDE,small_molecule,a lipopeptide,true,informative,1
molecule.ecocyc.Cytosine-49-tRNAs,small_molecule,a cytosine49 in tRNA,false,informative,1
molecule.ecocyc.Amino-Acid-Opines,small_molecule,an amino acid opine,true,informative,1
molecule.ecocyc.TAG-18-3-32-0s,small_molecule,a TAG(18:3/32:0),false,informative,1
molecule.ecocyc.UBIQUITIN-CALMODULIN,small_molecule,an N6-ubiquitinyl-[calmodulin]-L-lysine22,false,informative,1
molecule.ecocyc.CPD-19347,small_molecule,"[β-D-glucuronosyl-(1→3)-N-acetyl-α-D-galactosaminyl]n-diphospho-ditrans,octacis-undecaprenol",false,informative,1
molecule.ecocyc.Elongator-tRNAMet-acetylcytidine,small_molecule,an N4-acetylcytidine34 in [elongator tRNAmet],false,informative,1
molecule.ecocyc.18s-rRNA-Adenines,small_molecule,an adenine in 18S rRNA,false,informative,1
molecule.ecocyc.SoxY-S-Thiocysteine,small_molecule,a [SoxY protein]-S-sulfanyl-L-cysteine,false,informative,1
molecule.ecocyc.Protein-L-methionine,small_molecule,a [protein]-L-methionine,false,informative,1
molecule.ecocyc.CPD0-2122,small_molecule,a1-tetradec-7-enoyl-sn-glycerol 3-phosphate,false,informative,1
molecule.ecocyc.SS-Oligodeoxyribonucleotides,small_molecule,a single-stranded oligodeoxyribonucleotide,true,informative,1
molecule.ecocyc.Very-long-Chain-234-Saturated-acyl-CoAs,small_molecule,"a very-long-chain 2,3,4-saturated fatty acyl CoA",false,informative,1
molecule.ecocyc.MOCS3-Cysteine,small_molecule,a [molybdopterin synthase sulfurtransferase]-L-cysteine,false,informative,1
