# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Gene identifier assigned by RegulonDB
## (2) Gene name
## (3) Blattner number (bnumber) of the gene
## (4) Gene left end position in the genome
## (5) Gene right end position in the genome
## (6) DNA strand where the gene is coded
## (7) Product Id of the gene
## (8) Product name of the gene
## (9) Evidence that supports the existence of the gene
## (10) PMIDs list
## (11) Evidence confidence level (Confirmed, Strong, Weak)
## (12) All bnumber related to gene
## (13) Other database's id  related to gene
1)geneId	2)geneName	3)bnumber	4)leftEndPos	5)rightEndPos	6)strand	7)productId	8)productName	9)geneEvidences	10)genePMIDS	11)confidenceLevel	12)relatedBnumbers	13)otherDbsIds 
RDBECOLIGNC01648	yidL	b3680	3860283	3861176	forward	RDBECOLIPDC01161	putative DNA-binding transcriptional regulator YidL			None		[ASKA:ECK3671+b3680+JW3656+yidL][KEIO:ECK3671+b3680+JW3656+yidL][STRING:511145.b3680][ASAP:ABE-0012034][ECHOBASE:EB1658][OU-MICROARRAY:b3680][ECOCYC:EG11707][REFSEQ:b3680] 
RDBECOLIGNC01649	glvG	b4556	3861173	3861987	reverse				7730284	None		[ASKA:b4556+b3681+ECK3673+glvG][KEIO:ECK3673+b3681+JW3658+glvG][ASAP:ABE-0012036][ECHOBASE:EB1659][OU-MICROARRAY:b3681][ECOCYC:EG11708][REFSEQ:b4556] 
RDBECOLIGNC01650	glvB	b3682	3861987	3862472	reverse	RDBECOLIPDC03322	putative PTS enzyme II component GlvB			None		[KEIO:ECK3674+b3682+JW3659+glvB][STRING:316407.85676362][ASAP:ABE-0012038][ECHOBASE:EB1660][OU-MICROARRAY:b3682][ECOCYC:EG11709][REFSEQ:b3682] 
RDBECOLIGNC01651	glvC	b3683	3862497	3863603	reverse	RDBECOLIPDC03323	putative PTS enzyme II component GlvC			None		[ASKA:b3683+b3682+ECK3674+glvC][KEIO:ECK3675+b3683+JW3660+glvC][STRING:316407.85676361][ASAP:ABE-0012043][ECHOBASE:EB1661][OU-MICROARRAY:b3683][ECOCYC:EG11710][REFSEQ:b3683] 
RDBECOLIGNC01652	yidP	b3684	3863899	3864615	forward	RDBECOLIPDC01162	putative DNA-binding transcriptional regulator YidP			None		[ASKA:ECK3676+b3684+JW3661+yidP][KEIO:ECK3676+b3684+JW3661+yidP][STRING:511145.b3684][ASAP:ABE-0012049][ECHOBASE:EB1662][OU-MICROARRAY:b3684][ECOCYC:EG11711][REFSEQ:b3684] 
RDBECOLIGNC01653	yidQ	b3688	3867728	3868060	forward	RDBECOLIPDC01163	DUF1375 domain-containing putative lipoprotein YidQ			None		[ASKA:ecfI+b3688+ECK3680+yidQ][KEIO:ECK3680+b3688+JW5633+yidQ][STRING:511145.b3688][ASAP:ABE-0012063][ECHOBASE:EB1663][OU-MICROARRAY:b3688][ECOCYC:EG11712][REFSEQ:b3688] 
RDBECOLIGNC01654	yidR	b3689	3868062	3869309	reverse	RDBECOLIPDC01164	DUF3748 domain-containing galacturonate catabolism protein YidR			None		[ASKA:ECK3681+b3689+JW5860+yidR][KEIO:ECK3681+b3689+JW5860+yidR][STRING:511145.b3689][ASAP:ABE-0012065][ECHOBASE:EB1664][OU-MICROARRAY:b3689][ECOCYC:EG11713][REFSEQ:b3689] 
RDBECOLIGNC01655	cbrA	b3690	3869377	3870441	forward	RDBECOLIPDC01165	colicin M resistance protein			None		[ASKA:ECK3682+b3690+JW5631+cbrA][KEIO:ECK3682+b3690+JW5631+cbrA][STRING:511145.b3690][ASAP:ABE-0012068][ECHOBASE:EB1665][OU-MICROARRAY:b3690][ECOCYC:EG11714][REFSEQ:b3690] 
RDBECOLIGNC01656	yidX	b3696	3875438	3876094	forward	RDBECOLIPDC01166	putative lipoprotein YidX			None		[ASKA:ECK3688+b3696+JW5858+yidX][KEIO:ECK3688+b3696+JW5858+yidX][STRING:511145.b3696][ASAP:ABE-0012084][ECHOBASE:EB1670][OU-MICROARRAY:b3696][ECOCYC:EG11719][REFSEQ:b3696] 
RDBECOLIGNC01657	mdtL	b3710	3891615	3892790	forward	RDBECOLIPDC04538	efflux pump MdtL			None		[ASKA:ECK3703+b3710+JW3688+mdtL][KEIO:ECK3703+b3710+JW3688+mdtL][STRING:511145.b3710][ASAP:ABE-0012139][ECHOBASE:EB1671][OU-MICROARRAY:b3710][ECOCYC:EG11720][REFSEQ:b3710] 
RDBECOLIGNC01658	yidZ	b3711	3892765	3893724	forward	RDBECOLIPDC01167	DNA-binding transcriptional dual regulator YidZ			None		[ASKA:ECK3704+b3711+JW3689+yidZ][KEIO:ECK3704+b3711+JW3689+yidZ][STRING:511145.b3711][ASAP:ABE-0012141][ECHOBASE:EB1672][OU-MICROARRAY:b3711][ECOCYC:EG11721][REFSEQ:b3711] 
RDBECOLIGNC01659	yieE	b3712	3893881	3894630	forward	RDBECOLIPDC01168	putative phosphopantetheinyl transferase			None		[ASKA:ECK3705+b3712+JW3690+yieE][KEIO:ECK3705+b3712+JW3690+yieE][STRING:511145.b3712][ASAP:ABE-0012144][ECHOBASE:EB1673][OU-MICROARRAY:b3712][ECOCYC:EG11722][REFSEQ:b3712] 
RDBECOLIGNC01660	yieF	b3713	3894652	3895218	forward	RDBECOLIPDC01169	quinone reductase			None		[ASKA:ECK3706+b3713+JW3691+chrR][KEIO:ECK3706+b3713+JW3691+yieF][STRING:511145.b3713][ASAP:ABE-0012146][ECHOBASE:EB1674][OU-MICROARRAY:b3713][ECOCYC:EG11723][REFSEQ:b3713] 
RDBECOLIGNC01661	adeP	b3714	3895272	3896609	reverse	RDBECOLIPDC01170	adenine:H<sup>+</sup> symporter			None		[ASKA:ECK3707+b3714+JW3692+purP][KEIO:ECK3707+b3714+JW3692+yieG][STRING:511145.b3714][ASAP:ABE-0012148][ECHOBASE:EB1675][OU-MICROARRAY:b3714][ECOCYC:EG11724][REFSEQ:b3714] 
RDBECOLIGNC01662	yieH	b3715	3896774	3897439	forward	RDBECOLIPDC01171	6-phosphogluconate phosphatase			None		[ASKA:ECK3708+b3715+JW3693+yieH][KEIO:ECK3708+b3715+JW3693+yieH][STRING:511145.b3715][ASAP:ABE-0012153][ECHOBASE:EB1676][OU-MICROARRAY:b3715][ECOCYC:EG11725][REFSEQ:b3715] 
RDBECOLIGNC01663	cbrB	b3716	3897506	3897973	forward	RDBECOLIPDC01172	putative inner membrane protein			None		[ASKA:ECK3709+b3716+JW3694+cbrB][KEIO:ECK3709+b3716+JW3694+yieI][STRING:511145.b3716][ASAP:ABE-0012156][ECHOBASE:EB1677][OU-MICROARRAY:b3716][ECOCYC:EG11726][REFSEQ:b3716] 
RDBECOLIGNC01664	cbrC	b3717	3898022	3898609	forward	RDBECOLIPDC01173	PF03691 family colicin E2 tolerance protein CbrC			None		[ASKA:ECK3710+b3717+JW3695+cbrC][KEIO:ECK3710+b3717+JW3695+cbrC][STRING:511145.b3717][ASAP:ABE-0012158][ECHOBASE:EB1678][OU-MICROARRAY:b3717][ECOCYC:EG11727][REFSEQ:b3717] 
RDBECOLIGNC01665	yieK	b3718	3898671	3899393	reverse	RDBECOLIPDC01174	putative glucosamine-6-phosphate deaminase YieK			None		[ASKA:ECK3711+b3718+JW5613+yieK][KEIO:ECK3711+b3718+JW5613+yieK][STRING:511145.b3718][ASAP:ABE-0012160][ECHOBASE:EB1679][OU-MICROARRAY:b3718][ECOCYC:EG11728][REFSEQ:b3718] 
RDBECOLIGNC01666	yieL	b3719	3899408	3900577	reverse	RDBECOLIPDC01175	putative hydrolase YieL			None		[ASKA:ECK3712+b3719+JW5612+yieL][KEIO:ECK3712+b3719+JW5612+yieL][STRING:511145.b3719][ASAP:ABE-0012163][ECHOBASE:EB1680][OU-MICROARRAY:b3719][ECOCYC:EG11729][REFSEQ:b3719] 
RDBECOLIGNC01667	viaA	b3745	3928152	3929603	reverse	RDBECOLIPDC01176	protein ViaA			None		[ASKA:ECK3739+b3745+JW5610+viaA][KEIO:ECK3739+b3745+JW5610+yieM][STRING:511145.b3745][ASAP:ABE-0012244][ECHOBASE:EB1681][OU-MICROARRAY:b3745][ECOCYC:EG11730][REFSEQ:b3745] 
RDBECOLIGNC01668	ravA	b3746	3929597	3931093	reverse	RDBECOLIPDC01177	regulatory ATPase RavA			None		[ASKA:ECK3740+b3746+JW3725+ravA][KEIO:ECK3740+b3746+JW3725+yieN][STRING:511145.b3746][ASAP:ABE-0012247][ECHOBASE:EB1682][OU-MICROARRAY:b3746][ECOCYC:EG11731][REFSEQ:b3746] 
RDBECOLIGNC01669	hsrA	b3754	3939185	3940612	reverse	RDBECOLIPDC04539	putative transporter HsrA			None		[ASKA:ECK3748+b3754+JW3733+hsrA][KEIO:ECK3748+b3754+JW3733+hsrA][STRING:511145.b3754][ASAP:ABE-0012273][ECHOBASE:EB1683][OU-MICROARRAY:b3754][ECOCYC:EG11732][REFSEQ:b3754] 
RDBECOLIGNC01670	yieP	b3755	3940635	3941327	reverse	RDBECOLIPDC01178	DNA-binding transcriptional dual regulator YieP			None		[ASKA:ECK3749+b3755+JW5608+yieP][KEIO:ECK3749+b3755+JW5608+yieP][STRING:511145.b3755][ASAP:ABE-0012275][ECHOBASE:EB1684][OU-MICROARRAY:b3755][ECOCYC:EG11733][REFSEQ:b3755] 
RDBECOLIGNC01671	phoH	b1020	1084992	1086056	forward	RDBECOLIPDC01179	ATP-binding protein PhoH			None		[ASKA:ECK1010+b1020+JW1005+phoH][KEIO:ECK1010+b1020+JW1005+phoH][STRING:511145.b1020][ASAP:ABE-0003458][ECHOBASE:EB1685][OU-MICROARRAY:b1020][CGSC:31841][ECOCYC:EG11734][REFSEQ:b1020] 
RDBECOLIGNC01672	efeB	b1019	1083376	1084647	forward	RDBECOLIPDC01180	heme-containing peroxidase/deferrochelatase			None		[ASKA:ECK1009+b1019+JW1004+efeB][KEIO:ECK1009+b1019+JW1004+ycdB][STRING:511145.b1019][ASAP:ABE-0003451][ECHOBASE:EB1686][OU-MICROARRAY:b1019][ECOCYC:EG11735][REFSEQ:b1019] 
RDBECOLIGNC01673	gmhB	b0200	222833	223408	forward	RDBECOLIPDC01181	D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose-1,7-bisphosphate 7-phosphatase			None		[ASKA:ECK0200+b0200+JW0196+gmhB][KEIO:ECK0200+b0200+JW0196+gmhB][MIM:617069][STRING:511145.b0200][ASAP:ABE-0000675][ECHOBASE:EB1687][OU-MICROARRAY:b0200][ECOCYC:EG11736][REFSEQ:b0200] 
RDBECOLIGNC01674	metI	b0198	220968	221621	reverse	RDBECOLIPDC03496	L-methionine/D-methionine ABC transporter membrane subunit		12218041	None		[ASKA:ECK0198+b0198+JW0194+metI][KEIO:ECK0198+b0198+JW0194+metI][STRING:511145.b0198][ASAP:ABE-0000668][ECHOBASE:EB1688][OU-MICROARRAY:b0198][ECOCYC:EG11737][REFSEQ:b0198] 
RDBECOLIGNC01675	rsd	b3995	4196332	4196808	reverse	RDBECOLIPDC01182	regulator of sigma D			None		[ASKA:ECK3987+b3995+JW3959+rsd][KEIO:ECK3987+b3995+JW3959+rsd][STRING:511145.b3995][ASAP:ABE-0013059][ECHOBASE:EB1689][OU-MICROARRAY:b3995][ECOCYC:EG11738][REFSEQ:b3995] 
RDBECOLIGNC01676	nfrB	b0569	590941	593178	reverse	RDBECOLIPDC01183	cyclic di-3',5'-guanylate-activated glycosyltransferase			None		[ASKA:ECK0561+b0569+JW0558+nfrB][KEIO:ECK0561+b0569+JW0558+nfrB][STRING:511145.b0569][ASAP:ABE-0001942][ECHOBASE:EB1690][OU-MICROARRAY:b0569][CGSC:31157][ECOCYC:EG11739][REFSEQ:b0569] 
RDBECOLIGNC01677	nfrA	b0568	587982	590954	reverse	RDBECOLIPDC01184	exopolysaccharide secretion system outer membrane protein NfrA			None		[ASKA:ECK0560+b0568+JW0557+nfrA][KEIO:ECK0560+b0568+JW0557+nfrA][STRING:511145.b0568][ASAP:ABE-0001939][ECHOBASE:EB1691][OU-MICROARRAY:b0568][CGSC:31154][ECOCYC:EG11740][REFSEQ:b0568] 
RDBECOLIGNC01678	envR	b3264	3412803	3413465	reverse	RDBECOLIPDC01185	DNA-binding transcriptional repressor EnvR			None		[ASKA:ECK3251+b3264+JW3232+envR][KEIO:ECK3251+b3264+JW3232+envR][STRING:511145.b3264][ASAP:ABE-0010712][ECHOBASE:EB1692][OU-MICROARRAY:b3264][ECOCYC:EG11741][REFSEQ:b3264] 
RDBECOLIGNC01679	yddA	b1496	1577657	1579342	reverse	RDBECOLIPDC04475	ABC transporter family protein YddA			None		[ASKA:ECK1490+b1496+JW5242+yddA][KEIO:ECK1490+b1496+JW5242+yddA][MIM:614857][STRING:511145.b1496][ASAP:ABE-0004984][ECHOBASE:EB1693][OU-MICROARRAY:b1496][ECOCYC:EG11742][REFSEQ:b1496] 
RDBECOLIGNC01680	yddB	b1495	1575247	1577619	reverse	RDBECOLIPDC01186	putative TonB-dependent receptor YddB			None		[ASKA:ECK1489+b1495+JW1490+yddB][KEIO:ECK1489+b1495+JW1490+yddB][STRING:511145.b1495][ASAP:ABE-0004982][ECHOBASE:EB1694][OU-MICROARRAY:b1495][ECOCYC:EG11743][REFSEQ:b1495] 
RDBECOLIGNC01681	pqqL	b1494	1572407	1575202	reverse	RDBECOLIPDC01187	periplasmic metalloprotease			None		[ASKA:ECK1488+b1494+JW1489+pqqL][KEIO:ECK1488+b1494+JW1489+pqqL][STRING:511145.b1494][ASAP:ABE-0004979][ECHOBASE:EB1695][OU-MICROARRAY:b1494][CGSC:35854][ECOCYC:EG11744][REFSEQ:b1494] 
RDBECOLIGNC01682	panC	b0133	147944	148795	reverse	RDBECOLIPDC03927	pantothenate synthetase			None		[ASKA:ECK0132+b0133+JW0129+panC][KEIO:ECK0132+b0133+JW0129+panC][STRING:511145.b0133][ASAP:ABE-0000465][ECHOBASE:EB1696][OU-MICROARRAY:b0133][CGSC:426][ECOCYC:EG11746][REFSEQ:b0133] 
RDBECOLIGNC01683	panD	b0131	146314	146694	reverse	RDBECOLIPDC00136	aspartate 1-decarboxylase proenzyme			None		[ASKA:ECK0130+b0131+JW0127+panD][KEIO:ECK0130+b0131+JW0127+panD][STRING:511145.b0131][ASAP:ABE-0000459][ECHOBASE:EB1697][OU-MICROARRAY:b0131][CGSC:425][ECOCYC:EG11747][REFSEQ:b0131] 
RDBECOLIGNC01684	rpnC	b0132	146968	147870	forward	RDBECOLIPDC01188	recombination-promoting nuclease RpnC			None		[ASKA:ECK0131+b0132+JW5010+yadD][KEIO:ECK0131+b0132+JW5010+yadD][STRING:511145.b0132][ASAP:ABE-0000463][ECHOBASE:EB1698][OU-MICROARRAY:b0132][ECOCYC:EG11748][REFSEQ:b0132] 
RDBECOLIGNC01685	yadE	b0130	145081	146310	forward	RDBECOLIPDC01189	putative polysaccharide deacetylase lipoprotein YadE			None		[ASKA:ECK0129+b0130+JW0126+yadE][KEIO:ECK0129+b0130+JW0126+yadE][STRING:511145.b0130][ASAP:ABE-0000457][ECHOBASE:EB1699][OU-MICROARRAY:b0130][ECOCYC:EG11749][REFSEQ:b0130] 
RDBECOLIGNC01686	rpnA	b3411	3543167	3544045	forward	RDBECOLIPDC01190	recombination-promoting nuclease RpnA			None		[ASKA:ECK3398+b3411+JW3374+yhgA][KEIO:ECK3398+b3411+JW3374+yhgA][STRING:511145.b3411][ASAP:ABE-0011134][ECHOBASE:EB1700][OU-MICROARRAY:b3411][ECOCYC:EG11750][REFSEQ:b3411] 
RDBECOLIGNC01687	otsA	b1896	1980188	1981612	reverse	RDBECOLIPDC04378	trehalose-6-phosphate synthase			None		[ASKA:ECK1895+b1896+JW5312+otsA][KEIO:ECK1895+b1896+JW5312+otsA][STRING:511145.b1896][ASAP:ABE-0006318][ECHOBASE:EB1701][OU-MICROARRAY:b1896][CGSC:18073][ECOCYC:EG11751][REFSEQ:b1896] 
RDBECOLIGNC01688	otsB	b1897	1981587	1982387	reverse	RDBECOLIPDC04379	trehalose-6-phosphate phosphatase			None		[ASKA:ECK1896+b1897+JW1886+otsB][KEIO:ECK1896+b1897+JW1886+otsB][STRING:511145.b1897][ASAP:ABE-0006320][ECHOBASE:EB1702][OU-MICROARRAY:b1897][CGSC:18070][ECOCYC:EG11752][REFSEQ:b1897] 
RDBECOLIGNC01689	chaA	b1216	1270749	1271849	reverse	RDBECOLIPDC00240	Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA			None		[ASKA:ECK1210+b1216+JW1207+chaA][KEIO:ECK1210+b1216+JW1207+chaA][STRING:511145.b1216][ASAP:ABE-0004082][ECHOBASE:EB1703][OU-MICROARRAY:b1216][CGSC:30293][ECOCYC:EG11753][REFSEQ:b1216] 
RDBECOLIGNC01690	setA	b0070	77621	78799	forward	RDBECOLIPDC00154	sugar exporter SetA			None		[ASKA:ECK0072+b0070+JW0069+setA][STRING:511145.b0070][ASAP:ABE-0000257][ECHOBASE:EB1704][OU-MICROARRAY:b0070][ECOCYC:EG11754][REFSEQ:b0070] 
RDBECOLIGNC01691	tsaE	b4168	4395585	4396046	forward	RDBECOLIPDC01191	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaE subunit			None		[ASKA:ECK4164+b4168+JW4126+tsaE][STRING:511145.b4168][ASAP:ABE-0013649][ECHOBASE:EB1707][OU-MICROARRAY:b4168][ECOCYC:EG11757][REFSEQ:b4168] 
RDBECOLIGNC01692	nnr	b4167	4394066	4395613	forward	RDBECOLIPDC01192	NAD(P)HX epimerase / NAD(P)HX dehydratase			None		[ASKA:ECK4163+b4167+JW4125+nnr][KEIO:ECK4163+b4167+JW4125+yjeF][MIM:608862][STRING:511145.b4167][ASAP:ABE-0013644][ECHOBASE:EB1708][OU-MICROARRAY:b4167][ECOCYC:EG11758][REFSEQ:b4167] 
RDBECOLIGNC01693	yciK	b1271	1328354	1329112	reverse	RDBECOLIPDC01193	putative oxidoreductase			None		[ASKA:ECK1265+b1271+JW1263+yciK][KEIO:ECK1265+b1271+JW1263+yciK][STRING:511145.b1271][ASAP:ABE-0004263][ECHOBASE:EB1709][OU-MICROARRAY:b1271][ECOCYC:EG11759][REFSEQ:b1271] 
RDBECOLIGNC01694	ydcD	b1457	1529922	1530404	forward	RDBECOLIPDC01194	uncharacterized protein YdcD			None		[ASKA:ECK1451+b1457+JW1452+ydcD][KEIO:ECK1451+b1457+JW1452+ydcD][STRING:511145.b1457][ASAP:ABE-0004861][ECHOBASE:EB1710][ECOO157CYC:Z0274][OU-MICROARRAY:b1457][ECOCYC:EG11760][REFSEQ:b1457] 
RDBECOLIGNC01695	pptA	b1461	1533052	1533285	forward	RDBECOLIPDC01195	tautomerase PptA			None		[ASKA:ECK1455+b1461+JW1456+pptA][KEIO:ECK1455+b1461+JW1456+ydcE][STRING:511145.b1461][ASAP:ABE-0004875][ECHOBASE:EB1711][OU-MICROARRAY:b1461][ECOCYC:EG11761][REFSEQ:b1461] 
RDBECOLIGNC01696	yibF	b3592	3761347	3761955	reverse	RDBECOLIPDC01196	glutathione transferase-like protein YibF			None		[ASKA:ECK3581+b3592+JW3565+yibF][KEIO:ECK3581+b3592+JW3565+yibF][STRING:511145.b3592][ASAP:ABE-0011736][ECHOBASE:EB1712][OU-MICROARRAY:b3592][ECOCYC:EG11762][REFSEQ:b3592] 
RDBECOLIGNC01697	yibG	b3596	3768177	3768638	forward	RDBECOLIPDC01197	tetratricopeptide-like domain-containing protein YibG			None		[ASKA:ECK3585+b3596+JW3570+yibG][KEIO:ECK3585+b3596+JW3570+yibG][STRING:511145.b3596][ASAP:ABE-0011750][ECHOBASE:EB1713][OU-MICROARRAY:b3596][ECOCYC:EG11763][REFSEQ:b3596] 
RDBECOLIGNC01698	yibH	b3597	3770243	3771379	reverse	RDBECOLIPDC01198	inner membrane protein YibH			None		[ASKA:ECK3586+b3597+JW3571+yibH][KEIO:ECK3586+b3597+JW3571+yibH][STRING:511145.b3597][ASAP:ABE-0011752][ECHOBASE:EB1714][OU-MICROARRAY:b3597][ECOCYC:EG11764][REFSEQ:b3597] 
RDBECOLIGNC01699	yibI	b3598	3771382	3771744	reverse	RDBECOLIPDC01199	DUF3302 domain-containing protein YibI			None		[ASKA:ECK3587+b3598+JW3572+yibI][KEIO:ECK3587+b3598+JW3572+yibI][STRING:511145.b3598][ASAP:ABE-0011754][ECHOBASE:EB1715][OU-MICROARRAY:b3598][ECOCYC:EG11765][REFSEQ:b3598] 
RDBECOLIGNC01700	yibJ	b3595	3767221	3767922	forward	RDBECOLIPDC01200	putative RHS domain-containing protein YibJ			None		[ASKA:ECK3584+b3595+JW5647+yibJ][STRING:316407.85676448][ASAP:ABE-0011746][ECHOBASE:EB1716][OU-MICROARRAY:b3595][ECOCYC:EG11766][REFSEQ:b3595] 
RDBECOLIGNC01701	yhhJ	b3485	3625679	3626803	reverse	RDBECOLIPDC04523	ABC transporter family protein YhhJ			None		[ASKA:ECK3470+b3485+JW5677+yhhJ][KEIO:ECK3470+b3485+JW5677+yhhJ][STRING:511145.b3485][ASAP:ABE-0011379][ECHOBASE:EB1717][OU-MICROARRAY:b3485][ECOCYC:EG11767][REFSEQ:b3485] 
RDBECOLIGNC01702	selU	b0503	530132	531226	reverse	RDBECOLIPDC01201	tRNA 2-selenouridine synthase			None		[ASKA:ECK0496+b0503+JW0491+selU][KEIO:ECK0496+b0503+JW0491+ybbB][STRING:511145.b0503][ASAP:ABE-0001740][ECHOBASE:EB1718][OU-MICROARRAY:b0503][ECOCYC:EG11768][REFSEQ:b0503] 
RDBECOLIGNC01703	ybbC	b0498	527581	527949	forward	RDBECOLIPDC01202	PF15631 family protein YbbC			None		[ASKA:ECK0492+b0498+JW0487+ybbC][KEIO:ECK0492+b0498+JW0487+ybbC][STRING:511145.b0498][ASAP:ABE-0001726][ECHOBASE:EB1719][OU-MICROARRAY:b0498][ECOCYC:EG11769][REFSEQ:b0498] 
RDBECOLIGNC01704	ybbD	b0501	528640	529130	forward	RDBECOLIPDC01203	putative uncharacterized protein YbbD			None	b0500	[ASKA:b0501+b0500+ECK0494+ybbD][KEIO:ECK0494+b0500+JW0489+ybbD][STRING:316407.85674639][ASAP:ABE-0001731][ECHOBASE:EB1720][OU-MICROARRAY:b0500][ECOCYC:EG11770][REFSEQ:b0501] 
RDBECOLIGNC01705	nuoM	b2277	2391512	2393041	reverse	RDBECOLIPDC03900	NADH:quinone oxidoreductase subunit M			None		[ASKA:ECK2271+b2277+JW2272+nuoM][KEIO:ECK2271+b2277+JW2272+nuoM][MIM:540000][STRING:511145.b2277][ASAP:ABE-0007529][ECHOBASE:EB1722][OU-MICROARRAY:b2277][CGSC:32639][ECOCYC:EG11773][REFSEQ:b2277] 
RDBECOLIGNC01706	nuoF	b2284	2400218	2401555	reverse	RDBECOLIPDC03893	NADH:quinone oxidoreductase subunit F			None		[ASKA:ECK2278+b2284+JW2279+nuoF][KEIO:ECK2278+b2284+JW2279+nuoF][MIM:256000][STRING:511145.b2284][ASAP:ABE-0007545][ECHOBASE:EB1723][OU-MICROARRAY:b2284][CGSC:32664][ECOCYC:EG11774][REFSEQ:b2284] 
RDBECOLIGNC01707	ybfE	b0685	711605	711898	reverse	RDBECOLIPDC01204	ribbon-helix-helix domain-containing protein YbfE			None		[ASKA:ECK0673+b0685+JW5816+ybfE][KEIO:ECK0673+b0685+JW5816+ybfE][STRING:511145.b0685][ASAP:ABE-0002335][ECHOBASE:EB1724][OU-MICROARRAY:b0685][ECOCYC:EG11775][REFSEQ:b0685] 
RDBECOLIGNC01708	ybfF	b0686	712038	712802	reverse	RDBECOLIPDC01205	esterase			None		[ASKA:ECK0674+b0686+JW0673+ybfF][KEIO:ECK0674+b0686+JW0673+ybfF][STRING:511145.b0686][ASAP:ABE-0002337][ECHOBASE:EB1725][OU-MICROARRAY:b0686][ECOCYC:EG11776][REFSEQ:b0686] 
RDBECOLIGNC01709	ybfG	b0691	715947	716597	reverse	RDBECOLIPDC01206	PF10964 domain-containing protein YbfG			None	b0690	[ASKA:b0691+b0690+ECK0678+ybfG][KEIO:ECK0678+b0690+JW5094+ybfG][UNIPROT:P37003][OU-MICROARRAY:b0690][ECHOBASE:EB1726][ECOLIWIKI:b0690][ASAP:ABE-0002355][ECOCYC:EG11778][REFSEQ:b0691] 
RDBECOLIGNC01710	trmB	b2960	3102133	3102852	reverse	RDBECOLIPDC01207	tRNA m<sup>7</sup>G46 methyltransferase			None		[ASKA:ECK2955+b2960+JW2927+trmI][KEIO:ECK2955+b2960+JW2927+yggH][STRING:511145.b2960][ASAP:ABE-0009714][ECHOBASE:EB1727][OU-MICROARRAY:b2960][ECOCYC:EG11779][REFSEQ:b2960] 
RDBECOLIGNC01711	yneO	b4696	1592665	1598086	reverse	RDBECOLIPDC01208	AIDA-I family autotransporter YneO			None	b1509|b1510	[ASKA:b1510+b1509+b4696+yneO][KEIO:ECK1502+b1509+JW1502+ydeU][UNIPROT:P77286][OU-MICROARRAY:b1510][ECOLIWIKI:b1509][ECHOBASE:EB1728][ASAP:ABE-0005037][STRING:316407.85674998][ECOCYC:EG11780][REFSEQ:b4696] 
RDBECOLIGNC01712	nrfA	b4070	4287764	4289200	forward	RDBECOLIPDC00302	cytochrome <i>c</i><sub>552</sub> nitrite reductase			None		[ASKA:ECK4063+b4070+JW4031+nrfA][KEIO:ECK4063+b4070+JW4031+nrfA][STRING:511145.b4070][ASAP:ABE-0013342][ECHOBASE:EB1729][OU-MICROARRAY:b4070][CGSC:34336][ECOCYC:EG11781][REFSEQ:b4070] 
RDBECOLIGNC01713	smpB	b2620	2754896	2755378	forward	RDBECOLIPDC01209	SsrA-binding protein			None		[ASKA:ECK2616+b2620+JW2601+smpB][KEIO:ECK2616+b2620+JW2601+smpB][STRING:511145.b2620][ASAP:ABE-0008622][ECHOBASE:EB1730][OU-MICROARRAY:b2620][ECOCYC:EG11782][REFSEQ:b2620] 
RDBECOLIGNC01714	intA	b2622	2756159	2757400	forward	RDBECOLIPDC01210	CP4-57 prophage; integrase IntA			None		[ASKA:ECK2618+b2622+JW2602+intA][KEIO:ECK2618+b2622+JW2602+intA][STRING:511145.b2622][ASAP:ABE-0008630][ECHOBASE:EB1731][ECOO157CYC:Z0324][OU-MICROARRAY:b2622][CGSC:33082][ECOCYC:EG11783][REFSEQ:b2622] 
RDBECOLIGNC01715	grcA	b2579	2716066	2716449	reverse	RDBECOLIPDC01211	stress-induced alternate pyruvate formate-lyase subunit			None		[ASKA:ECK2577+b2579+JW2563+grcA][KEIO:ECK2577+b2579+JW2563+yfiD][STRING:511145.b2579][ASAP:ABE-0008489][ECHOBASE:EB1732][OU-MICROARRAY:b2579][ECOCYC:EG11784][REFSEQ:b2579] 
RDBECOLIGNC01716	yfiE	b2577	2714439	2715320	reverse	RDBECOLIPDC01212	putative LysR-type DNA-binding transcriptional regulator YfiE			None		[ASKA:ECK2575+b2577+JW2561+yfiE][KEIO:ECK2575+b2577+JW2561+yfiE][STRING:511145.b2577][ASAP:ABE-0008483][ECHOBASE:EB1733][OU-MICROARRAY:b2577][ECOCYC:EG11785][REFSEQ:b2577] 
