# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) sigmaName. Sigma Name
## (2) regulatedName. TU regulated by the Sigma Factor (regulated TU)
## (3) function. Regulatory Function of the Sigma on the regulated TU (+ activator, - repressor, -+ dual, ? unknown)
## (4)promoterEvidences. Evidence that supports the regulation the sigma on the promoter and the promoter evidences
## (5) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)sigmaName	2)regulatedName	3)function	4)promoterEvidence	5)confidenceLevel 
sigma38	ddpXABCDF[ddpXp3]	+	[COMP-HINF,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	dhaKLM[dhaKp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	dhaR[dhaRp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	dinB-yafNOP[dinBp2]	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	dkgB[dkgBp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	dnaN-recF[dnaNp5]	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	S 
sigma38	dnaN-recF[dnaNp6]	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	S 
sigma38	dnaN-recF[dnaNp]	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	S 
sigma38	dps[dpsp2]	+	[EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ecnB[ecnBp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	elaB[elaBp]	+	[COMP-AINF,EXP-IDA,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	eno[enop5]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	eno[enop8]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	epd-pgk-fbaA[epdp2]	+	[COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	epd-pgk[epdp2]	+	[COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	evgLAS[evgLp1]	+	[EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	fadL[fadLp]	+	[EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	fbaB[fbaBp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	frdABCD[frdAp2]	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ftsQAZ[ftsQp]	+	[EXP-IDA,COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ftsQ[ftsQp2]	+	[EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	fumC[fumCp2]	+	[EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	gabDTP[gabDp2]	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	gabDTP[gabDp]	+	[COMP-HINF,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma38	gadAX[gadAp2]	+	[EXP-IEP,COMP-HINF,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	gadBC[gadBp2]	+	[EXP-IEP,COMP-HINF,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	gadEF-mdtEF[gadEp2]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	gadEF[gadEp1]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	gadXW[gadXp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma38	gadX[gadXp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma38	gadY[gadYp]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IMP]	S 
sigma38	galETKM[galEp]	+	[EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	C 
sigma38	galETK[galEp]	+	[EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	C 
sigma38	galET[galEp]	+	[EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	C 
sigma38	galE[galEp]	+	[EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	C 
sigma38	gapA[gapAp]	+	[COMP-HINF,COMP-AINF,EXP-IMP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	glaH-lhgD-gabDTP[csiDp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	glgCAP[glgCp3]	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	glgS[glgSp1]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	glgS[glgSp2]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	glk[glkp2]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	glk[glkp3]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	glsA-ybaT[glsAp]	+	[EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	gltBDF[gltBp2]	+	[EXP-IPI,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	gor[gorp2]	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	gpmA[gpmAp3]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	gpmA[gpmAp4]	+	[COMP-HINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	S 
sigma38	gpmM-envC-yibQ[gpmMp2]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	gyrB[gyrBp2]	+	[EXP-IEP,COMP-HINF,COMP-AINF,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma38	hchA[hchAp2]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	hdeAB-yhiD[hdeAp2]	+	[COMP-HINF,EXP-IDA,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	hdeD[hdeDp2]	+	[EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	hdfR[hdfRp]	+	[COMP-HINF,COMP-AINF]	W 
sigma38	hmp[hmpp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	C 
sigma38	hofMNOP[hofMp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	hyaABCDEF[hyaAp2]	+	[COMP-HINF,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF,EXP-IMP]	W 
sigma38	ihfA[ihfAp4]	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ihfB[ihfBp2]	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ilvY[ilvYp2]	+	[COMP-HINF,EXP-IEP,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	insC5CD5D5-yqiHIG[insC-5p]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	katE[katEp]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IMP]	S 
sigma38	kbp[kbpp4]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF]	W 
sigma38	ldcC[ldcCp]	+	[EXP-IEP,AS-TAS,EXP-IMP]	W 
sigma38	lsrACDBFG-tam[lsrAp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	luxS[luxSp1]	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	mdtABCD-baeSR[mdtAp]	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	metK[metKp2]	+	[EXP-IEP,EXP-IPI,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	mglBAC[mglBp2]	+	[EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	micF[micFp2]	+	[EXP-IEP,EXP-IPI,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	mlrA[mlrAp2]	+	[EXP-IEP,COMP-HINF,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	mnmG-rsmG[mnmGp2]	+	[EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	mnt-btuF-yadS[mtnp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	mpl[mplp]	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	msyB[msyBp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	murQP[murQp]	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	murR[murRp2]	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	mutS[mutSp]	+	[EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	narU[narUp2]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	nhaAR[nhaAp2]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma38	ompF[ompFp2]	+	[EXP-IEP,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	? 
sigma38	osmB[osmBp1]	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	osmB[osmBp]	+	[COMP-HINF,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	osmC[osmCp2]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	osmE[osmEp2]	+	[COMP-HINF,EXP-IDA,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	osmF-yehYXW[osmFp1]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	osmY[osmYp2]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	otsA[otsAp]	+	[EXP-IEP,COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	otsBA[otsBp1]	+	[EXP-IEP,COMP-HINF,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	otsBA[otsBp2]	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	oxyR[oxyRp2]	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	patA[patAp]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	pcnB-folK[pcnBp]	+	[COMP-HINF,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	pcnB-folk[pcnBp4]	+	[COMP-HINF,EXP-IDA,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	pdeR[pdeRp]	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	pdhR-aceEF-lpdA[pdhRp2]	+	[COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	pfkA[pfkAp3]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	pfkA[pfkAp]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	pfkB[pfkBp1]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	pfkB[pfkBp2]	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	pgi[pgip2]	+	[COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	poxB[poxBp2]	+	[COMP-HINF,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma38	ppk-ppx[ppkp]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	pqiABC[pqiAp3]	+	[EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	pqiABC[pqiAp]	+	[EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	proP[proPp2]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	proVWX[proVp]	+	[EXP-IDA,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	pstB-phoU[pstBp2]	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	pstCAB-phoU[pstCp2]	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	pstSCAB-phoU[pstSp2]	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	pstSCA[pstSp2]	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	pstS[pstSp2]	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	puuAP[puuAp]	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,EXP-IMP]	W 
sigma38	puuCBE[puuCp]	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	puuDRCBE[puuDp]	+	[EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,EXP-IMP]	W 
sigma38	pykA[pykAp3]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	pykA[pykAp]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	pykF[pykFp4]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	pykF[pykFp5]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	ravA-viaA[ravAp]	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	rhaSR[rhaSp2]	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	rpoH[rpoHp2]	+	[COMP-HINF,EXP-IPI,EXP-IDA,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	rraA[rraAp]	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	S 
sigma38	rsd[rsdp1]	+	[COMP-HINF,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	rseD-rpoE-rseABC[rseDp3]	+	[COMP-HINF,EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	rssAB[rssAp]	+	[COMP-HINF,EXP-IMP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	rssB[rssBp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	ryjA[ryjAp]	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sdsN[sdsNp1]	+	[COMP-HINF,EXP-IEP,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sdsN[sdsNp2]	+	[COMP-HINF,EXP-IEP,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sdsR-pphA[sdsRp]	+	[COMP-HINF,EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IMP]	S 
sigma38	sdsR[sdsRp]	+	[COMP-HINF,EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IMP]	S 
sigma38	sgrST-setA[sgrSp2]	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sodC[sodCp]	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	S 
sigma38	sohB[sohBp]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	speB[speBp]	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
