# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon Id containing the transcription unit
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenes. Name of the gene(s) contained in the transcription unit
## (6) promoterId. Promoter Id
## (7) promoterName. Promoter Name
## (8) terminatorIds. Ids of the terminators associated to transcription unit
## (9) tuEvidence. Evidence that supports the existence of the transcription unit
## (10) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (11) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (12) PMIDs. PMIDs associated to object
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenes	6)promoterId	7)promoterName	8)terminatorIds	9)tuEvidence	10)addEvidence	11)confidenceLevel	12)PMIDs 
RDBECOLITUC02302	pstSCAB-phoU	RDBECOLIOPC02523	pstSCAB-phoU	phoU;pstB;pstA;pstC;pstS	RDBECOLIPMC02665	pstSp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;IC-ADJ-GENES-SAME-BIO-PROCESS:W		S	12471449;2993631;3881386;6365894;8226621;19018589;18820899 
RDBECOLITUC02303	dinB-yafNOP	RDBECOLIOPC01532	dinB-yafNOP	dinB;yafN;yafO;yafP	RDBECOLIPMC02666	dinBp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IMP-POLAR-MUTATION:S	AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C	C	12813093 
RDBECOLITUC02304	rpoH	RDBECOLIOPC02027	rpoH	rpoH	RDBECOLIPMC02667	rpoHp2	RDBECOLITMC00348	EXP-IDA-BOUNDARIES-DEFINED:W		W	3315851 
RDBECOLITUC02305	iraD	RDBECOLIOPC02635	iraD	idlP;iraD	RDBECOLIPMC02668	idlPp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	19820090;19124769;18383615 
RDBECOLITUC02306	gntR	RDBECOLIOPC02768	gntRKU	gntR	RDBECOLIPMC02770	gntRp2	RDBECOLITMC00257	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	8655507 
RDBECOLITUC02307	pykA	RDBECOLIOPC02897	pykA	pykA	RDBECOLIPMC02669	pykAp3		COMP-AINF:W		W	30810277 
RDBECOLITUC02308	csrA	RDBECOLIOPC02740	csrA	csrA	RDBECOLIPMC02670	csrAp		COMP-AINF:W		W	 
RDBECOLITUC02309	pdhR-aceEF-lpdA	RDBECOLIOPC02835	pdhR-aceEF-lpdA	pdhR;aceE;aceF;lpd	RDBECOLIPMC02671	pdhRp2	RDBECOLITMC00250	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	9720032 
RDBECOLITUC02310	topA	RDBECOLIOPC02863	topA	topA	RDBECOLIPMC02672	topAp		COMP-AINF:W		W	 
RDBECOLITUC02311	csgBAC	RDBECOLIOPC02160	csgBAC	csgB;csgA;csgC	RDBECOLIPMC02673	csgBp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	7854117;36344808;15743952;21559929;22247152;27434665;16816193 
RDBECOLITUC02312	frdABCD	RDBECOLIOPC02629	frdABCD	frdD;frdC;frdB;frdA	RDBECOLIPMC02674	frdAp2	RDBECOLITMC00357	EXP-IDA-BOUNDARIES-DEFINED:W		W	2999070;6251026;7961411;8576043;29468195;31964733;23820558 
RDBECOLITUC02313	xapAB	RDBECOLIOPC02728	xapAB	xapB;xapA	RDBECOLIPMC02675	xapAp2	RDBECOLITMC00371	EXP-IEP-COREGULATION:W;EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IMP-POLAR-MUTATION:S		S	21398637;7559336;32379825 
RDBECOLITUC02314	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	RDBECOLIOPC02896	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD	RDBECOLIPMC02676	rrsDp	RDBECOLITMC00204	EXP-IDA-BOUNDARIES-DEFINED:W		W	12504278;14526030;15568992;15686546;15590778;2434021;8531889;7517053;35552441 
RDBECOLITUC02315	yceJI	RDBECOLIOPC01761	yceJI	yceI;yceJ	RDBECOLIPMC02677	yceJp2		EXP-IEP-COREGULATION:W;COMP-AINF:W		W	16818608 
RDBECOLITUC02316	ompF	RDBECOLIOPC02881	ompF	ompF	RDBECOLIPMC02679	ompFp2	RDBECOLITMC00220			None	6304064;31964733;23274360;21398557;17426813 
RDBECOLITUC02317	gntR	RDBECOLIOPC02768	gntRKU	gntR	RDBECOLIPMC02771	gntRp3	RDBECOLITMC00257	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	8655507 
RDBECOLITUC02318	osmB	RDBECOLIOPC02702	osmB	osmB	RDBECOLIPMC02680	osmBp		EXP-IDA-BOUNDARIES-DEFINED:W		W	2644204;23421615 
RDBECOLITUC02319	gadBC	RDBECOLIOPC02625	gadBC	gadC;gadB	RDBECOLIPMC02681	gadBp2	RDBECOLITMC00311	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IDA-BOUNDARIES-DEFINED:W		S	12867478;17919280;10383761;11238978;15795232;20470880;31186337;17185552;32385082;21571995;12657059;19767843;8455549 
RDBECOLITUC02320	ptsHI-crr	RDBECOLIOPC02857	ptsHI-crr	ptsH;ptsI;crr	RDBECOLIPMC02682	ptsHp	RDBECOLITMC00269	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	2457575;2960675;7852310;23274360;21272324;12754220;15252051 
RDBECOLITUC02321	gpmA	RDBECOLIOPC02827	gpmA	gpmA	RDBECOLIPMC02684	gpmAp3				None	 
RDBECOLITUC02322	osmY	RDBECOLIOPC00960	osmY	osmY	RDBECOLIPMC02685	osmYp2				None	1317380;31964733 
RDBECOLITUC02323	ilvY	RDBECOLIOPC02742	ilvY	ilvY	RDBECOLIPMC02686	ilvYp2	RDBECOLITMC00319			None	2167922;2642900;3003115;9556617;32571968;3062177 
RDBECOLITUC02324	pfkA	RDBECOLIOPC02834	pfkA	pfkA	RDBECOLIPMC02687	pfkAp	RDBECOLITMC00206	COMP-AINF:W		W	23274360;21272324 
RDBECOLITUC02325	pstB-phoU	RDBECOLIOPC02523	pstSCAB-phoU	phoU;pstB	RDBECOLIPMC02688	pstBp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	20963440 
RDBECOLITUC02326	gabDTP	RDBECOLIOPC02943	glaH-lhgD-gabDTP-glaR	gabD;gabT;gabP	RDBECOLIPMC02689	gabDp		EXP-IEP-COREGULATION:W;EXP-IMP-POLAR-MUTATION:S		S	12446648;14731280;30498244 
RDBECOLITUC02327	pfkA	RDBECOLIOPC02834	pfkA	pfkA	RDBECOLIPMC02690	pfkAp3	RDBECOLITMC00206	COMP-AINF:W		W	23274360;21272324 
RDBECOLITUC02328	gntR	RDBECOLIOPC02768	gntRKU	gntR	RDBECOLIPMC02772	gntRp4	RDBECOLITMC00257	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	8655507 
RDBECOLITUC02329	hepA	RDBECOLIOPC02616	rapA-rluA	rapA	RDBECOLIPMC02691	rapAp2		EXP-IEP:W		W	16818608 
RDBECOLITUC02330	acs-yjcHG	RDBECOLIOPC02962	acs-yjcHG	actP;yjcH;acs	RDBECOLIPMC02692	acsp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	10894724;14563880;30810277;33417680;8997713;29193870 
RDBECOLITUC02331	hdeAB-yhiD	RDBECOLIOPC02925	hdeAB-yhiD	yhiD;hdeB;hdeA	RDBECOLIPMC02693	hdeAp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IEP-COREGULATION:W		S	12730179;8455549;7854117;17026754;31186337;20470880;32385082;15716429;21571995;18083817;23274360;16204188;33072717 
RDBECOLITUC02332	alkA	RDBECOLIOPC02531	alkA	alkA	RDBECOLIPMC02694	alkAp2		COMP-AINF-SINGLE-DIRECTON:W		W	3278898;6094528;10049384 
RDBECOLITUC02333	pykF	RDBECOLIOPC02802	pykF	pykF	RDBECOLIPMC02695	pykFp5		IC:W		W	21272324 
RDBECOLITUC02334	pcnB-folK	RDBECOLIOPC02891	pcnB-folK	folK;pcnB	RDBECOLIPMC02696	pcnBp		EXP-IDA-BOUNDARIES-DEFINED:W		W	1325970;2537812;7737510;8876178 
RDBECOLITUC02335	ynfEFGH-dmsD	RDBECOLIOPC02878	ynfEFGH-dmsD	ynfE;ynfF;ynfG;ynfH;dmsD	RDBECOLIPMC02698	ynfEp2		IC-ADJ-GENES-SAME-BIO-PROCESS:W		W	14522592 
RDBECOLITUC02336	eptB	RDBECOLIOPC00778	eptB	eptB	RDBECOLIPMC02699	eptBp2		COMP-AINF:W		W	23659637 
RDBECOLITUC02337	ada-alkB	RDBECOLIOPC02714	ada-alkB	alkB;ada	RDBECOLIPMC02700	adap2		EXP-IMP-POLAR-MUTATION:S		S	3536913;10049384 
RDBECOLITUC02338	mlrA	RDBECOLIOPC02636	mlrA	mlrA	RDBECOLIPMC02701	mlrAp2		COMP-AINF:W		W	 
RDBECOLITUC02339	glk	RDBECOLIOPC02869	glk	glk	RDBECOLIPMC02702	glkp3	RDBECOLITMC00292	EXP-IDA-BOUNDARIES-DEFINED:W;IC:W		W	9023215 
RDBECOLITUC02340	cfa	RDBECOLIOPC02838	cfa	cfa	RDBECOLIPMC02703	cfap		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	8022273;15716429;18331469;16420371;11244055 
RDBECOLITUC02341	gpmA	RDBECOLIOPC02827	gpmA	gpmA	RDBECOLIPMC02704	gpmAp4				None	 
RDBECOLITUC02342	sohB	RDBECOLIOPC02923	sohB	sohB	RDBECOLIPMC02706	sohBp				None	8647276 
RDBECOLITUC02343	aceEF	RDBECOLIOPC02835	pdhR-aceEF-lpdA	aceE;aceF	RDBECOLIPMC02707	aceEp2	RDBECOLITMC00310	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	3897791;33417680 
RDBECOLITUC02344	can	RDBECOLIOPC02657	can	can	RDBECOLIPMC02708	canp2		EXP-IEP:W;COMP-AINF-SINGLE-DIRECTON:W		W	16818608 
RDBECOLITUC02345	mglBAC	RDBECOLIOPC01470	mglBAC	mglC;mglA;mglB	RDBECOLIPMC02709	mglBp2		EXP-IEP-COREGULATION:W;EXP-IMP-POLAR-MUTATION:S		S	1719366;6294056;31992590 
RDBECOLITUC02346	csgDEFG	RDBECOLIOPC02773	csgDEFG	csgG;csgF;csgE;csgD	RDBECOLIPMC02710	csgDp3		EXP-IDA-BOUNDARIES-DEFINED:W;IC-ADJ-GENES-SAME-BIO-PROCESS:W		W	17468243;23708798;15743952;21559929;20466769;29497416;16816193;29196655 
RDBECOLITUC02347	patA	RDBECOLIOPC02609	patA	patA	RDBECOLIPMC02712	patAp2		EXP-IDA-BOUNDARIES-DEFINED:W		W	12617754;23531166;21070640;24906570 
RDBECOLITUC02348	pqiABC	RDBECOLIOPC02641	pqiABC	pqiA;pqiB;pqiC	RDBECOLIPMC02713	pqiAp3		EXP-IMP-POLAR-MUTATION:S		S	27795327;8899708 
RDBECOLITUC02349	recAX	RDBECOLIOPC02798	recAX	recX;recA	RDBECOLIPMC03397	recAp		EXP-IEP-COREGULATION:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	12427742;12547390 
RDBECOLITUC02350	pgi	RDBECOLIOPC02856	pgi	pgi	RDBECOLIPMC02714	pgip2		COMP-AINF:W		W	 
RDBECOLITUC02351	lapAB	RDBECOLIOPC02732	yciSM-pyrF-yciH	lapA;lapB	RDBECOLIPMC02715	lapAp		EXP-IEP-COREGULATION:W;IC-ADJ-GENES-SAME-BIO-PROCESS:W;COMP-AINF:W		W	24722986 
RDBECOLITUC02352	yciSM-pyrF-yciH	RDBECOLIOPC02732	yciSM-pyrF-yciH	lapA;lapB;pyrF;yciH	RDBECOLIPMC02715	lapAp		EXP-IEP-COREGULATION:W		W	16818608 
RDBECOLITUC02353	gapA	RDBECOLIOPC02921	gapA-yeaD	gapA	RDBECOLIPMC02716	gapAp		COMP-AINF:W		W	 
RDBECOLITUC02354	mnt-btuF-yadS	RDBECOLIOPC02436	mnt-btuF-yadS	yadS;btuF;mtn	RDBECOLIPMC02717	mtnp2		COMP-AINF:W		W	 
RDBECOLITUC02355	appCBA-yccB	RDBECOLIOPC02688	appCBA-yccB	appC;appB;appX;appA	RDBECOLIPMC02718	appCp2		EXP-IEP-COREGULATION:W;EXP-IMP-POLAR-MUTATION:S		S	1658595;8071219 
RDBECOLITUC02356	oxyR	RDBECOLIOPC02771	oxyR	oxyR	RDBECOLIPMC02720	oxyRp2				None	1717343;12589799;12948384;29659799 
RDBECOLITUC02357	dnaN-recF	RDBECOLIOPC02940	dnaAN-recF	recF;dnaN	RDBECOLIPMC02721	dnaNp6		EXP-IMP-POLAR-MUTATION:S		S	9501104 
RDBECOLITUC02358	gadAX	RDBECOLIOPC02915	gadAX	gadX;gadA	RDBECOLIPMC02722	gadAp2	RDBECOLITMC00285	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	11976288;12867478;17919280;15795232;20470880;17185552;21571995;12657059;22056927;23274360;19767843 
RDBECOLITUC02359	rrsH-ileV-alaV-rrlH-rrfH	RDBECOLIOPC01626	rrsH-ileV-alaV-rrlH-rrfH	rrsH;ileV;alaV;rrlH;rrfH	RDBECOLIPMC02723	rrsHp		EXP-IDA-BOUNDARIES-DEFINED:W		W	12504278;14526030;15568992;15686546;15590778;2434021;8531889;7517053;35552441 
RDBECOLITUC02360	eno	RDBECOLIOPC02941	pyrG-eno	eno	RDBECOLIPMC02724	enop8		EXP-IDA-BOUNDARIES-DEFINED:W		W	16115199 
RDBECOLITUC02361	ftsQAZ	RDBECOLIOPC02920	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsQ;ftsA;ftsZ	RDBECOLIPMC02725	ftsQp		EXP-IEP-COREGULATION:W		W	1915297;20126629 
RDBECOLITUC02362	ybeD-lipB	RDBECOLIOPC02927	ybeD-lipB	lipB;ybeD	RDBECOLIPMC02726	ybeDp2		EXP-IEP-COREGULATION:W		W	16818608 
RDBECOLITUC02363	epd-pgk-fbaA	RDBECOLIOPC02836	epd-pgk-fbaA	fbaA;pgk;epd	RDBECOLIPMC02728	epdp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	16102000 
RDBECOLITUC02364	epd-pgk	RDBECOLIOPC02836	epd-pgk-fbaA	pgk;epd	RDBECOLIPMC02728	epdp2	RDBECOLITMC00302	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IMP-POLAR-MUTATION:S	AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C	C	16102000;9851989;2546007 
RDBECOLITUC02365	rrsB-gltT-rrlB-rrfB	RDBECOLIOPC02814	rrsB-gltT-rrlB-rrfB	rrsB;gltT;rrlB;rrfB	RDBECOLIPMC02729	rrsBp	RDBECOLITMC00087,RDBECOLITMC00086	EXP-IDA-BOUNDARIES-DEFINED:W		W	12504278;14526030;15568992;15686546;24411237;15590778;2434021;8531889;7517053;32840734;35552441;30720429 
RDBECOLITUC02366	asr	RDBECOLIOPC02743	asr	asr	RDBECOLIPMC02730	asrp2	RDBECOLITMC00273	EXP-IDA-BOUNDARIES-DEFINED:W		W	10094685;29468195;23274360;32385082;22830299 
RDBECOLITUC02367	rrsE-gltV-rrlE-rrfE	RDBECOLIOPC01426	rrsE-gltV-rrlE-rrfE	rrsE;gltV;rrlE;rrfE	RDBECOLIPMC02731	rrsEp3	RDBECOLITMC00227	EXP-IDA-BOUNDARIES-DEFINED:W		W	12504278;14526030;15568992;15686546;15590778;2434021;8531889;7517053;35552441 
RDBECOLITUC02368	rpoE-rseABC	RDBECOLIOPC02911	rseD-rpoE-rseABC	rseC;rseB;rseA;rpoE	RDBECOLIPMC02732	rpoEp		EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IEP:W;EXP-IEP-COREGULATION:W		W	9159522;19763168 
RDBECOLITUC02369	hdeD	RDBECOLIOPC00682	hdeD	hdeD	RDBECOLIPMC02733	hdeDp2				None	14702398;8455549;12730179;20470880;21571995 
RDBECOLITUC02370	ihfB	RDBECOLIOPC02789	rpsA-ihfB	ihfB	RDBECOLIPMC02734	ihfBp2	RDBECOLITMC00213	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	7715442;8973312 
RDBECOLITUC02371	cpxRA	RDBECOLIOPC01722	cpxRA	cpxA;cpxR	RDBECOLIPMC02735	cpxRp2		IC:W		W	10542180;19763168 
RDBECOLITUC02372	rseD-rpoE-rseABC	RDBECOLIOPC02911	rseD-rpoE-rseABC	rseC;rseB;rseA;rpoE;rseD	RDBECOLIPMC02736	rseDp1		EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IEP-COREGULATION:W		W	9159522;27629414;29196655 
RDBECOLITUC02373	osmE	RDBECOLIOPC02761	osmE	osmE	RDBECOLIPMC02737	osmEp2	RDBECOLITMC00352	EXP-IDA-BOUNDARIES-DEFINED:W		W	7565114 
RDBECOLITUC02374	bolA	RDBECOLIOPC02673	bolA	bolA	RDBECOLIPMC02738	bolAp	RDBECOLITMC00008	EXP-IDA-BOUNDARIES-DEFINED:W		W	2684651;1906064;21219458 
RDBECOLITUC02375	lon	RDBECOLIOPC02791	clpX-lon	lon	RDBECOLIPMC02739	lonp2		EXP-IEP:W;COMP-AINF:W		W	16818608;35456749 
RDBECOLITUC02376	C0293	RDBECOLIOPC01443	C0293	C0293	RDBECOLIPMC02740	C0293p		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	32061118 
RDBECOLITUC02377	hemF	RDBECOLIOPC02709	amiA-hemF	hemF	RDBECOLIPMC02741	hemFp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	8300522 
RDBECOLITUC02378	hemF	RDBECOLIOPC02709	amiA-hemF	hemF	RDBECOLIPMC02742	hemFp3		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	8300522 
RDBECOLITUC02379	tnaAB	RDBECOLIOPC02766	tnaCAB	tnaA;tnaB				EXP-IEP-COREGULATION:W		W	30389436 
RDBECOLITUC02380	galETKM	RDBECOLIOPC02806	galETKM	galM;galK;galT;galE	RDBECOLIPMC02773	galEp3	RDBECOLITMC00241,RDBECOLITMC00243	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	11298753;7023696;17630975 
RDBECOLITUC02381	dcuB-fumB	RDBECOLIOPC02790	dcuB-fumB	fumB;dcuB	RDBECOLIPMC02774	dcuBp2	RDBECOLITMC00353	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	14996819;9852003;19661178;22101843 
RDBECOLITUC02382	znuCB	RDBECOLIOPC00798	znuCB	znuC;znuB	RDBECOLIPMC02775	znuCp		EXP-IDA-BOUNDARIES-DEFINED:W		W	9680209;32385082;16159766 
RDBECOLITUC02383	zntA	RDBECOLIOPC01288	zntA	zntA	RDBECOLIPMC02776	zntAp				None	16159766 
RDBECOLITUC02384	nfsB	RDBECOLIOPC01832	nfsB	nfsB	RDBECOLIPMC02777	nfsBp		COMP-AINF:W		W	 
RDBECOLITUC02385	znuA	RDBECOLIOPC00672	znuA	znuA	RDBECOLIPMC02778	znuAp		EXP-IDA-BOUNDARIES-DEFINED:W		W	9680209;32385082 
RDBECOLITUC02386	idnK	RDBECOLIOPC01434	idnK	idnK	RDBECOLIPMC02779	idnKp		EXP-IDA-BOUNDARIES-DEFINED:W		W	14973046 
RDBECOLITUC02387	idnDOTR	RDBECOLIOPC02919	idnDOTR	idnR;idnT;idnO;idnD	RDBECOLIPMC02780	idnDp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	14973046 
RDBECOLITUC02388	lacZYA	RDBECOLIOPC02880	lacZYA	lacA;lacY;lacZ	RDBECOLIPMC02781	lacZp3	RDBECOLITMC00261,RDBECOLITMC00260	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IEP-COREGULATION:W		S	1702782;1710346;1649816;1650341;8735277;15950160;2166165;15385551;31719176;14725772;3315229;6259624;12881519;9737918;8984648 
RDBECOLITUC02389	lacZYA	RDBECOLIOPC02880	lacZYA	lacA;lacY;lacZ	RDBECOLIPMC02782	lacZp2	RDBECOLITMC00261,RDBECOLITMC00260	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IEP-COREGULATION:W		S	1702782;1710346;1649816;1650341;8735277;15950160;2166165;15385551;31719176;14725772;3315229;6259624;12881519;9737918;8984648 
RDBECOLITUC02390	lacZYA	RDBECOLIOPC02880	lacZYA	lacA;lacY;lacZ	RDBECOLIPMC02783	lacZp4	RDBECOLITMC00261,RDBECOLITMC00260	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IEP-COREGULATION:W		S	1702782;1710346;1649816;1650341;8735277;15950160;2166165;15385551;31719176;14725772;3315229;6259624;12881519;9737918;8984648 
RDBECOLITUC02391	ompA	RDBECOLIOPC01653	ompA	ompA	RDBECOLIPMC03597	ompAp2		EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	6253901;7001445;12754220;17426813 
RDBECOLITUC02392	csrB	RDBECOLIOPC00741	csrB	csrB	RDBECOLIPMC02785	csrBp	RDBECOLITMC00268	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	9211896;29468195;32385082;17064377;27551019 
RDBECOLITUC02393	crr	RDBECOLIOPC02857	ptsHI-crr	crr	RDBECOLIPMC03642	crrpI	RDBECOLITMC00269	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	2457575;12754220 
RDBECOLITUC02394	nrdDG	RDBECOLIOPC01317	nrdDG	nrdG;nrdD	RDBECOLIPMC02786	nrdDp		EXP-IEP-COREGULATION:W		W	8954104;18683632;32385082;23873909 
RDBECOLITUC02395	crr	RDBECOLIOPC02857	ptsHI-crr	crr	RDBECOLIPMC03641	crrp2	RDBECOLITMC00269	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	2457575;12754220 
RDBECOLITUC02396	bglGFB	RDBECOLIOPC00553	bglGFB	bglB;bglF;bglG	RDBECOLIPMC02787	bglGp1	RDBECOLITMC00281,RDBECOLITMC00280	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IMP-POLAR-MUTATION:S		S	10792463;12081976;1452042;3034860;5335892;5335893;7984093;31540875;11426055;1382312;2195546;18245262;10369677;6270569;8725214;1698125;3025456;12177351;10760165;3301003;9422614;10200263;36420159;35163427;38666260;2673534;2200123;12771379;2846278;15769463;1311089;9473058 
RDBECOLITUC02397	csrC	RDBECOLIOPC00943	csrC	csrC	RDBECOLIPMC02788	csrCp	RDBECOLITMC00271	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	11448770;12694612;17064377;27551019 
RDBECOLITUC02398	gabDTP	RDBECOLIOPC02943	glaH-lhgD-gabDTP-glaR	gabD;gabT;gabP	RDBECOLIPMC02789	gabDp2		EXP-IEP-COREGULATION:W;EXP-IMP-POLAR-MUTATION:S		S	14731280;12446648;30498244 
RDBECOLITUC02399	gntRKU	RDBECOLIOPC02768	gntRKU	gntU;gntK;gntR			RDBECOLITMC00272	EXP-IDA-BOUNDARIES-DEFINED:W;EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	9135111 
RDBECOLITUC02400	gadEF	RDBECOLIOPC02817	gadEF-mdtEF	gadE;gadF	RDBECOLIPMC02791	gadEp1				None	38319100;31063124;21571995;23274360;33072717 
RDBECOLITUC02401	hdeD	RDBECOLIOPC00682	hdeD	hdeD	RDBECOLIPMC02792	hdeDp				None	14702398;8455549;12730179;20470880;21571995 
RDBECOLITUC02402	gapA-yeaD	RDBECOLIOPC02921	gapA-yeaD	gapA;yeaD	RDBECOLIPMC03620	gapAp2		EXP-IEP-COREGULATION:W		W	16818608 
RDBECOLITUC02403	gapA	RDBECOLIOPC02921	gapA-yeaD	gapA	RDBECOLIPMC03798	gapAp1		COMP-AINF:W		W	 
RDBECOLITUC02404	gapA	RDBECOLIOPC02921	gapA-yeaD	gapA	RDBECOLIPMC03799	gapAp3		COMP-AINF:W		W	 
RDBECOLITUC02405	gapA	RDBECOLIOPC02921	gapA-yeaD	gapA	RDBECOLIPMC03800	gapAp4		COMP-AINF:W		W	 
RDBECOLITUC02406	idnR	RDBECOLIOPC02919	idnDOTR	idnR	RDBECOLIPMC02793	idnRp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	12618441;14973046 
RDBECOLITUC02407	gntT	RDBECOLIOPC02724	gntT	gntT	RDBECOLIPMC02794	gntTp3		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	9045817 
RDBECOLITUC02408	gntT	RDBECOLIOPC02724	gntT	gntT	RDBECOLIPMC02795	gntTp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	9045817 
RDBECOLITUC02409	asnB	RDBECOLIOPC02299	asnB	asnB	RDBECOLIPMC03585	asnBp		COMP-AINF:W		W	 
RDBECOLITUC02410	lon	RDBECOLIOPC02791	clpX-lon	lon	RDBECOLIPMC03733	lonp		EXP-IEP:W;COMP-AINF:W		W	16818608;35456749 
RDBECOLITUC02411	gntP	RDBECOLIOPC01258	gntP	gntP	RDBECOLIPMC02796	gntPp	RDBECOLITMC00275	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	8550444 
RDBECOLITUC02412	gntXY	RDBECOLIOPC02750	gntXY	yhgH;nfuA	RDBECOLIPMC02797	gntXp		EXP-IDA-BOUNDARIES-DEFINED:W		W	9871335 
RDBECOLITUC02413	yggN	RDBECOLIOPC02689	yggN	yggN	RDBECOLIPMC02829	yggNp2b				None	 
RDBECOLITUC02414	ibpB	RDBECOLIOPC02075	ibpAB	ibpB	RDBECOLIPMC02798	ibpBp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	11374870;32385082 
RDBECOLITUC02415	groSL	RDBECOLIOPC02600	groSL	groS;groL	RDBECOLIPMC02799	groSp		IC-ADJ-GENES-SAME-BIO-PROCESS:W		W	13129951;2563997;6155374;8674965;16952953;32385082 
