# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) promoterPos. Transcription start site of promoter(10) terminatorIds. Ids of the terminators associated to transcription unit
##(11) sigmaFactor. Sigma Factor associated to 
##(12) tfsIds. transcription Factors ids that regulates the transcription Unit
##(13) tfsNames. transcription Factors names that regulates the transcription Unit
##(14) tuGenesBnumber. bnumbers of the tu genes
##(15) firstGenePos. start position of the first tu gene
##(16) lastGenePos. end position of the first tu gene
##(17) terminatorPositions. positions of the terminator
##(18) DBXRef. id of the TU in Ecocyc
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC02516	ung	RDBECOLIOPC01725	ung	RDBECOLIGNC01046	ung	RDBECOLIPMC03647	ungp	2716738			RDBECOLITFC00043	CpxR	b2580	2716754	2717443		Ecocyc:TU0-6515 
RDBECOLITUC02517	gltX	RDBECOLIOPC02810	gltX	RDBECOLIGNC00400	gltX	RDBECOLIPMC03955	gltXp2	2520776	RDBECOLITMC00171	sigma70			b2400	2520672	2519257	2519208-2519242	Ecocyc:TU0-6550 
RDBECOLITUC02518	gltX	RDBECOLIOPC02810	gltX	RDBECOLIGNC00400	gltX	RDBECOLIPMC03954	gltXp1	2520784	RDBECOLITMC00171	sigma70			b2400	2520672	2519257	2519208-2519242	Ecocyc:TU0-6551 
RDBECOLITUC02519	lysC	RDBECOLIOPC02630	lysC	RDBECOLIGNC00542	lysC	RDBECOLIPMC03924	lysCp1	4233539	RDBECOLITMC00246	sigma70	RDBECOLITFC00017	ArgP	b4024	4233233	4231884	4233239-4233277	Ecocyc:TU0-6552 
RDBECOLITUC02520	lysC	RDBECOLIOPC02630	lysC	RDBECOLIGNC00542	lysC	RDBECOLIPMC03923	lysCp2	4233616	RDBECOLITMC00246	sigma70			b4024	4233233	4231884	4233239-4233277	Ecocyc:TU0-6553 
RDBECOLITUC02521	pabA	RDBECOLIOPC02433	yhfG-fic-pabA	RDBECOLIGNC00674	pabA	RDBECOLIPMC03674	pabAp	3490851		sigma70			b3360	3490829	3490266		Ecocyc:TU0-6554 
RDBECOLITUC02522	pepD	RDBECOLIOPC02865	pepD	RDBECOLIGNC00686	pepD	RDBECOLIPMC03575	pepDp1	255809					b0237	255716	254259		Ecocyc:TU0-6556 
RDBECOLITUC02523	pyrG-eno	RDBECOLIOPC02941	pyrG-eno	RDBECOLIGNC00252,RDBECOLIGNC00800	eno|pyrG	RDBECOLIPMC03655	pyrGp2	2909717					b2779|b2780	2909666	2906643		Ecocyc:TU0-6557 
RDBECOLITUC02524	uvrC	RDBECOLIOPC01207	uvrYC	RDBECOLIGNC01051	uvrC	RDBECOLIPMC03628	uvrCp3	1994879		sigma70	RDBECOLITFC00054	LexA	b1913	1994706	1992874		Ecocyc:TU0-6559 
RDBECOLITUC02525	proS	RDBECOLIOPC00647	proS	RDBECOLIGNC00760	proS	RDBECOLIPMC03570	proSp	218837	RDBECOLITMC00021	sigma70			b0194	218775	217057	217020-217051	Ecocyc:TU0-6562 
RDBECOLITUC02526	ssb	RDBECOLIOPC02067	ssb	RDBECOLIGNC00964	ssb	RDBECOLIPMC03722	ssbp2	4274080		sigma70	RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00133	ArcA,ArcA,ArcA,ArcA	b4059	4274125	4274661		Ecocyc:TU0-6563 
RDBECOLITUC02527	ssb	RDBECOLIOPC02067	ssb	RDBECOLIGNC00964	ssb	RDBECOLIPMC03723	ssbp1	4274092		sigma70	RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00133,RDBECOLITFC00133	ArcA,ArcA,ArcA,ArcA	b4059	4274125	4274661		Ecocyc:TU0-6564 
RDBECOLITUC02528	ansB	RDBECOLIOPC02716	ansB	RDBECOLIGNC00042	ansB	RDBECOLIPMC03660	ansBp1	3100790	RDBECOLITMC00080		RDBECOLITFC00190,RDBECOLITFC00190	Fis,Fis	b2957	3100728	3099682	3099654-3099674	Ecocyc:TU0-6569 
RDBECOLITUC02529	kbaZ-agaVWA	RDBECOLIOPC00197	kbaZ-agaVWA	RDBECOLIGNC02375,RDBECOLIGNC04464,RDBECOLIGNC04463,RDBECOLIGNC04462	agaA|agaW|agaV|kbaZ	RDBECOLIPMC02836	kbaZp	3278866		sigma70	RDBECOLITFC00086,RDBECOLITFC00197,RDBECOLITFC00197,RDBECOLITFC00197	CRP,AgaR,AgaR,AgaR	b3135|b3134|b3133|b3132	3278914	3281625		Ecocyc:TU0-6581 
RDBECOLITUC02530	agaR	RDBECOLIOPC00490	agaR	RDBECOLIGNC04461	agaR	RDBECOLIPMC02837	agaRp	3278703		sigma70	RDBECOLITFC00197,RDBECOLITFC00197	AgaR,AgaR	b3131	3278665	3277856		Ecocyc:TU0-6582 
RDBECOLITUC02531	agaSYBCDI	RDBECOLIOPC01236	agaSYBCDI	RDBECOLIGNC04467,RDBECOLIGNC04466,RDBECOLIGNC02378,RDBECOLIGNC02377,RDBECOLIGNC02376,RDBECOLIGNC04465	agaI|agaD|agaC|agaB|kbaY|agaS	RDBECOLIPMC02838	agaSp	3281889		sigma70	RDBECOLITFC00197,RDBECOLITFC00197,RDBECOLITFC00197,RDBECOLITFC00197,RDBECOLITFC00197,RDBECOLITFC00197	AgaR,AgaR,AgaR,AgaR,AgaR,AgaR	b3141|b3140|b3139|b3138|b3137|b3136	3281976	3287025		Ecocyc:TU0-6583 
RDBECOLITUC02532	ppiD	RDBECOLIOPC02718	ppiD	RDBECOLIGNC03160	ppiD	RDBECOLIPMC03833	ppiDp1	461838		sigma32			b0441	461915	463786		Ecocyc:TU0-6621 
RDBECOLITUC02533	ppiD	RDBECOLIOPC02718	ppiD	RDBECOLIGNC03160	ppiD	RDBECOLIPMC03834	ppiDp2	461819		sigma70	RDBECOLITFC00043,RDBECOLITFC00043,RDBECOLITFC00043	CpxR,CpxR,CpxR	b0441	461915	463786		Ecocyc:TU0-6622 
RDBECOLITUC02534	tesA-ybbO	RDBECOLIOPC01350	tesA-ybbO	RDBECOLIGNC03184,RDBECOLIGNC01495	ybbO|tesA	RDBECOLIPMC03805	tesAp	519949					b0493|b0494	519765	518340		Ecocyc:TU0-6623 
RDBECOLITUC02535	speB	RDBECOLIOPC02854	speAB	RDBECOLIGNC00948	speB	RDBECOLIPMC03659	speBp	3083946		sigma38			b2937	3083797	3082877		Ecocyc:TU0-6625 
RDBECOLITUC02536	pheMST-ihfA	RDBECOLIOPC02942	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00433,RDBECOLIGNC01245,RDBECOLIGNC00701,RDBECOLIGNC00700	ihfA|pheM|pheT|pheS	RDBECOLIPMC03614	pheMp	1799301	RDBECOLITMC00014				b1712|b1715|b1713|b1714	1799270	1795253	1795216-1795239	Ecocyc:TU0-6626 
RDBECOLITUC02537	ssuEADCB	RDBECOLIOPC01072	ssuEADCB	RDBECOLIGNC02221,RDBECOLIGNC03379,RDBECOLIGNC03380,RDBECOLIGNC03381,RDBECOLIGNC03382	ssuB|ssuC|ssuD|ssuA|ssuE	RDBECOLIPMC03914	ssuEp	997563		sigma70	RDBECOLITFC00092,RDBECOLITFC00140,RDBECOLITFC00140,RDBECOLITFC00149,RDBECOLITFC00160,RDBECOLITFC00140,RDBECOLITFC00038	Cra,IHF,IHF,Cbl,FNR,IHF,CysB	b0933|b0934|b0935|b0936|b0937	997512	993277		Ecocyc:TU0-6629 
RDBECOLITUC02538	ytjB-lplA	RDBECOLIOPC02345	ytjB-lplA	RDBECOLIGNC01727,RDBECOLIGNC00939	lplA|ytjB	RDBECOLIPMC03731	ytjBp	4624799					b4386|b4387	4624789	4623101		Ecocyc:TU0-6630 
RDBECOLITUC02539	tyrP	RDBECOLIOPC02667	tyrP	RDBECOLIGNC01029	tyrP	RDBECOLIPMC03627	tyrPp2	1989502					b1907	1989681	1990892		Ecocyc:TU0-6631 
RDBECOLITUC02540	aceEF	RDBECOLIOPC02835	pdhR-aceEF-lpdA	RDBECOLIGNC00022,RDBECOLIGNC00021	aceF|aceE	RDBECOLIPMC03566	aceEp1	122969	RDBECOLITMC00310	sigma70	RDBECOLITFC00005,RDBECOLITFC00133,RDBECOLITFC00160	NsrR,ArcA,FNR	b0115|b0114	123017	127587	127590-127619	Ecocyc:TU0-6634 
RDBECOLITUC02541	atpBEFHAGDC	RDBECOLIOPC01213	atpIBEFHAGDC	RDBECOLIGNC00096,RDBECOLIGNC00097,RDBECOLIGNC00100,RDBECOLIGNC00094,RDBECOLIGNC00101,RDBECOLIGNC00099,RDBECOLIGNC00098,RDBECOLIGNC00095	atpC|atpD|atpG|atpA|atpH|atpF|atpE|atpB	RDBECOLIPMC03696	atpBp1	3922270	RDBECOLITMC00358				b3731|b3732|b3733|b3734|b3735|b3736|b3737|b3738	3922051	3915553	3915508-3915530	Ecocyc:TU0-6635 
RDBECOLITUC02542	atpBEFHAGDC	RDBECOLIOPC01213	atpIBEFHAGDC	RDBECOLIGNC00096,RDBECOLIGNC00097,RDBECOLIGNC00100,RDBECOLIGNC00094,RDBECOLIGNC00101,RDBECOLIGNC00099,RDBECOLIGNC00098,RDBECOLIGNC00095	atpC|atpD|atpG|atpA|atpH|atpF|atpE|atpB	RDBECOLIPMC03695	atpBp2	3922134	RDBECOLITMC00358				b3731|b3732|b3733|b3734|b3735|b3736|b3737|b3738	3922051	3915553	3915508-3915530	Ecocyc:TU0-6636 
RDBECOLITUC02543	deoBD	RDBECOLIOPC02832	deoCABD	RDBECOLIGNC00216,RDBECOLIGNC00214	deoD|deoB	RDBECOLIPMC03730	deoBp	4619567	RDBECOLITMC00369	sigma70			b4384|b4383	4619603	4621602	4621635-4621659	Ecocyc:TU0-6646 
RDBECOLITUC02544	dnaQ	RDBECOLIOPC01969	dnaQ	RDBECOLIGNC00237	dnaQ	RDBECOLIPMC03571	dnaQp1	235934					b0215	236067	236798		Ecocyc:TU0-6647 
RDBECOLITUC02545	dnaQ	RDBECOLIOPC01969	dnaQ	RDBECOLIGNC00237	dnaQ	RDBECOLIPMC03572	dnaQp2	236017					b0215	236067	236798		Ecocyc:TU0-6648 
RDBECOLITUC02546	glnHPQ	RDBECOLIOPC00782	glnHPQ	RDBECOLIGNC00382,RDBECOLIGNC00381,RDBECOLIGNC00379	glnQ|glnP|glnH	RDBECOLIPMC03592	glnHp1	848198					b0809|b0810|b0811	848004	845741		Ecocyc:TU0-6649 
RDBECOLITUC02547	hisBHAFI	RDBECOLIOPC02908	hisLGDCBHAFI	RDBECOLIGNC00444,RDBECOLIGNC00441,RDBECOLIGNC00437,RDBECOLIGNC00443,RDBECOLIGNC00438	hisI|hisF|hisA|hisH|hisB	RDBECOLIPMC03632	hisBp	2093360		sigma70			b2026|b2025|b2024|b2023|b2022	2093468	2097225		Ecocyc:TU0-6650 
RDBECOLITUC02548	ilvA	RDBECOLIOPC02809	ilvLXG_1G_2MEDA	RDBECOLIGNC00486	ilvA	RDBECOLIPMC03701	ilvAp	3955235	RDBECOLITMC00015,RDBECOLITMC00318				b3772	3955331	3956875	3957062-3957123|3956967-3956985	Ecocyc:TU0-6651 
RDBECOLITUC02549	umpH	RDBECOLIOPC00851	nagBACD	RDBECOLIGNC00626	umpH	RDBECOLIPMC03586	umpHp	700352					b0675	700326	699574		Ecocyc:TU0-6652 
RDBECOLITUC02550	pheLA	RDBECOLIOPC00001	pheLA	RDBECOLIGNC00698,RDBECOLIGNC01244	pheA|pheL	RDBECOLIPMC03649	pheLp	2737579	RDBECOLITMC00004	sigma70			b2599|b2598	2737599	2738905	2738912-2738940	Ecocyc:TU0-6653 
RDBECOLITUC02551	pnp	RDBECOLIOPC02905	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC00733	pnp	RDBECOLIPMC03666	pnpp	3311326	RDBECOLITMC00367	sigma70			b3164	3311168	3309033	3308999-3309021	Ecocyc:TU0-6654 
RDBECOLITUC02552	rplT	RDBECOLIOPC02942	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00871	rplT	RDBECOLIPMC03615	rplTp	1799763	RDBECOLITMC00023		RDBECOLITFC00160	FNR	b1716	1799749	1799393	1799363-1799382	Ecocyc:TU0-6657 
RDBECOLITUC02553	rpsO-pnp	RDBECOLIOPC02905	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC00733,RDBECOLIGNC00904	pnp|rpsO	RDBECOLIPMC03667	rpsOp	3311786	RDBECOLITMC00367				b3164|b3165	3311684	3309033	3308999-3309021	Ecocyc:TU0-6660 
RDBECOLITUC02554	ruvAB	RDBECOLIOPC01441	ruvAB	RDBECOLIGNC04747,RDBECOLIGNC04746	ruvB|ruvA	RDBECOLIPMC03625	ruvAp2	1946016	RDBECOLITMC00304,RDBECOLITMC00303		RDBECOLITFC00054,RDBECOLITFC00054	LexA,LexA	b1860|b1861	1945976	1944346	1944219-1944248|1944273-1944303	Ecocyc:TU0-6661 
RDBECOLITUC02555	ptrA	RDBECOLIOPC02216	ptrA-recBD	RDBECOLIGNC00776	ptrA	RDBECOLIPMC03658	ptrAp	2959011		sigma70	RDBECOLITFC00054	LexA	b2821	2958884	2955996		Ecocyc:TU0-6683 
RDBECOLITUC02556	rnhA	RDBECOLIOPC02302	rnhA	RDBECOLIGNC00850	rnhA	RDBECOLIPMC03573	rnhAp	236041					b0214	236002	235535		Ecocyc:TU0-6685 
RDBECOLITUC02557	uvrYC	RDBECOLIOPC01207	uvrYC	RDBECOLIGNC01051,RDBECOLIGNC01123	uvrC|uvrY	RDBECOLIPMC03629	uvrYp2	1995406		sigma70	RDBECOLITFC00054	LexA	b1913|b1914	1995359	1992874		Ecocyc:TU0-6686 
RDBECOLITUC02558	valS	RDBECOLIOPC02816	holC-valS	RDBECOLIGNC01055	valS	RDBECOLIPMC03728	valSp2	4483919	RDBECOLITMC00374	sigma70			b4258	4483837	4480982	4480932-4480957	Ecocyc:TU0-6687 
RDBECOLITUC02559	sdhDAB	RDBECOLIOPC02833	sdhCDAB-sucABCD-sdhX	RDBECOLIGNC00920,RDBECOLIGNC00919,RDBECOLIGNC00922	sdhB|sdhA|sdhD	RDBECOLIPMC03590	sdhDp	755404	RDBECOLITMC00252	sigma70	RDBECOLITFC00086	CRP	b0724|b0723|b0722	755560	758405	758444-758450	Ecocyc:TU0-6702 
RDBECOLITUC02560	cstA	RDBECOLIOPC02957	cstA	RDBECOLIGNC00163	cstA	RDBECOLIPMC02840	cstAp3	629873	RDBECOLITMC00082	sigma70			b0598	629894	631999	632046-632091	Ecocyc:TU0-6821 
RDBECOLITUC02561	cstA	RDBECOLIOPC02957	cstA	RDBECOLIGNC00163	cstA	RDBECOLIPMC02841	cstAp2	629864	RDBECOLITMC00082	sigma70			b0598	629894	631999	632046-632091	Ecocyc:TU0-6822 
RDBECOLITUC02562	cstA	RDBECOLIOPC02957	cstA	RDBECOLIGNC00163	cstA	RDBECOLIPMC02842	cstAp1	629855	RDBECOLITMC00082		RDBECOLITFC00086	CRP	b0598	629894	631999	632046-632091	Ecocyc:TU0-6823 
RDBECOLITUC02563	nanCM	RDBECOLIOPC02746	nanCMS	RDBECOLIGNC04692,RDBECOLIGNC04693	nanM|nanC	RDBECOLIPMC02843	nanCp	4539928			RDBECOLITFC00086,RDBECOLITFC00171,RDBECOLITFC00171,RDBECOLITFC00238,RDBECOLITFC00238,RDBECOLITFC00238	CRP,NagC,NagC,NanR,NanR,NanR	b4310|b4311	4539501	4537659		Ecocyc:TU0-6843 
RDBECOLITUC02564	ilvIH	RDBECOLIOPC02558	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH|ilvI	RDBECOLIPMC03563	ilvIp3	85453		sigma70			b0078|b0077	85630	87848		Ecocyc:TU0-6861 
RDBECOLITUC02565	ilvIH	RDBECOLIOPC02558	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH|ilvI	RDBECOLIPMC03562	ilvIp4	85420		sigma70			b0078|b0077	85630	87848		Ecocyc:TU0-6881 
RDBECOLITUC02566	ilvIH	RDBECOLIOPC02558	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH|ilvI	RDBECOLIPMC03564	ilvIp2	85540			RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110	Lrp,Lrp,Lrp,Lrp,Lrp,Lrp	b0078|b0077	85630	87848		Ecocyc:TU0-6882 
RDBECOLITUC02567	carB	RDBECOLIOPC02706	carAB	RDBECOLIGNC00131	carB	RDBECOLIPMC03560	carBp	30775					b0033	30817	34038		Ecocyc:TU0-6884 
RDBECOLITUC02568	yhfG-fic-pabA	RDBECOLIOPC02433	yhfG-fic-pabA	RDBECOLIGNC00674,RDBECOLIGNC00301,RDBECOLIGNC02237	pabA|fic|yhfG	RDBECOLIPMC03675	yhfGp	3491648		sigma38			b3360|b3361|b3362	3491620	3490266		Ecocyc:TU0-6885 
RDBECOLITUC02569	argE	RDBECOLIOPC02910	argE	RDBECOLIGNC01258	argE	RDBECOLIPMC03716	argEp2	4155078					b3957	4154847	4153696		Ecocyc:TU0-6886 
RDBECOLITUC02570	talA-tktB	RDBECOLIOPC02759	talA-tktB	RDBECOLIGNC02001,RDBECOLIGNC01728	tktB|talA	RDBECOLIPMC02844	talAp1	2578588		sigma38	RDBECOLITFC00087	DksA	b2465|b2464	2578666	2581639		Ecocyc:TU0-6921 
RDBECOLITUC02571	rhoL-rho	RDBECOLIOPC01255	rhoL-rho	RDBECOLIGNC02279,RDBECOLIGNC00835	rhoL|rho	RDBECOLIPMC03705	rhoLp	3966162	RDBECOLITMC00226				b3782|b3783	3966231	3967676	3967677-3967731	Ecocyc:TU0-6941 
RDBECOLITUC02572	lepAB	RDBECOLIOPC00940	lepAB	RDBECOLIGNC00521,RDBECOLIGNC00522	lepA|lepB	RDBECOLIPMC03646	lepAp	2707196					b2569|b2568	2707124	2704335		Ecocyc:TU0-6942 
RDBECOLITUC02573	cspI	RDBECOLIOPC02371	cspI	RDBECOLIGNC03712	cspI	RDBECOLIPMC02845	cspIp1	1638812			RDBECOLITFC00138,RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190	BasR,Fis,Fis,Fis,Fis,Fis,Fis	b1552	1638667	1638455		Ecocyc:TU0-6981 
RDBECOLITUC02574	cspB	RDBECOLIOPC02331	cspB	RDBECOLIGNC02086	cspB	RDBECOLIPMC02846	cspBp	1641715		sigma70			b1557	1641554	1641339		Ecocyc:TU0-6982 
RDBECOLITUC02575	cspG	RDBECOLIOPC01693	cspG	RDBECOLIGNC03414	cspG								b0990	1051461	1051673		Ecocyc:TU0-6983 
RDBECOLITUC02576	cysG	RDBECOLIOPC01182	nirBDC-cysG	RDBECOLIGNC00183	cysG	RDBECOLIPMC02881	cysGp2	3497793					b3368	3497828	3499201		Ecocyc:TU0-6 
RDBECOLITUC02577	gcd	RDBECOLIOPC02660	gcd	RDBECOLIGNC00362	gcd	RDBECOLIPMC00451	gcdp2	141279	RDBECOLITMC00291				b0124	141225	138835	138801-138816	Ecocyc:TU0-7001 
RDBECOLITUC02578	rpoBC	RDBECOLIOPC02868	rplKAJL-rpoBC	RDBECOLIGNC00885,RDBECOLIGNC00884	rpoC|rpoB	RDBECOLIPMC03721	rpoBp	4181063	RDBECOLITMC00364				b3988|b3987	4181245	4189573	4189599-4189613	Ecocyc:TU0-7002 
RDBECOLITUC02579	hcp-hcr	RDBECOLIOPC02959	poxB-ltaE-ybjT	RDBECOLIGNC03359,RDBECOLIGNC03360	hcr|hcp	RDBECOLIPMC02848	hcpp1	913845			RDBECOLITFC00188,RDBECOLITFC00044,RDBECOLITFC00070,RDBECOLITFC00044,RDBECOLITFC00070,RDBECOLITFC00160,RDBECOLITFC00005	OxyR,NarP,NarL,NarP,NarL,FNR,NsrR	b0872|b0873	913814	911182		Ecocyc:TU0-7021 
RDBECOLITUC02580	srlR	RDBECOLIOPC01588	srlAEBD-gutM-srlR-gutQ	RDBECOLIGNC00962	srlR	RDBECOLIPMC03858	srlRp	2828860					b2707	2829047	2829820		Ecocyc:TU0-7042 
RDBECOLITUC02581	uvrD	RDBECOLIOPC02914	uvrD	RDBECOLIGNC01052	uvrD	RDBECOLIPMC03706	uvrDp2	3997971	RDBECOLITMC00177				b3813	3997983	4000145	4000150-4000177	Ecocyc:TU0-7043 
RDBECOLITUC02582	uvrB	RDBECOLIOPC00996	uvrB	RDBECOLIGNC01050	uvrB	RDBECOLIPMC03591	uvrBp3	813152		sigma70	RDBECOLITFC00152,RDBECOLITFC00054,RDBECOLITFC00152,RDBECOLITFC00152	DnaA,LexA,DnaA,DnaA	b0779	813526	815547		Ecocyc:TU0-7044 
RDBECOLITUC02583	yzfA	RDBECOLIOPC01602	yzfA	RDBECOLIGNC01192	yzfA	RDBECOLIPMC03725	yzfAp2	4448294					b4223	4448245	4447976		Ecocyc:TU0-7061 
RDBECOLITUC02584	galP	RDBECOLIOPC01152	galP	RDBECOLIGNC02043	galP	RDBECOLIPMC02849	galPp	3088255		sigma70	RDBECOLITFC00064,RDBECOLITFC00114,RDBECOLITFC00064,RDBECOLITFC00114,RDBECOLITFC00064,RDBECOLITFC00114,RDBECOLITFC00064,RDBECOLITFC00114,RDBECOLITFC00171,RDBECOLITFC00086,RDBECOLITFC00114,RDBECOLITFC00114,RDBECOLITFC00064,RDBECOLITFC00064	GalR,GalS,GalR,GalS,GalR,GalS,GalR,GalS,NagC,CRP,GalS,GalS,GalR,GalR	b2943	3088284	3089678		Ecocyc:TU0-7081 
RDBECOLITUC02585	bdm-sra	RDBECOLIOPC02703	bdm-sra	RDBECOLIGNC01463,RDBECOLIGNC03664	sra|bdm	RDBECOLIPMC02850	bdmp	1556340			RDBECOLITFC00222	RcsB	b1480|b1481	1556280	1555826		Ecocyc:TU0-7141 
RDBECOLITUC02586	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIOPC02692	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIGNC02741,RDBECOLIGNC01386,RDBECOLIGNC01389,RDBECOLIGNC01388,RDBECOLIGNC01321,RDBECOLIGNC01320,RDBECOLIGNC01319,RDBECOLIGNC01318,RDBECOLIGNC01310,RDBECOLIGNC01309,RDBECOLIGNC01311	rirA|waaU|waaZ|waaY|waaJ|waaO|waaB|waaS|waaP|waaG|waaQ	RDBECOLIPMC02851	rirAp	3808238		sigma70			b4760|b3623|b3624|b3625|b3626|b3627|b3628|b3629|b3630|b3631|b3632	3808238	3798239		Ecocyc:TU0-7161 
RDBECOLITUC02587	rfaQGPSBIJYZ-waaU	RDBECOLIOPC02692	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIGNC01386,RDBECOLIGNC01389,RDBECOLIGNC01388,RDBECOLIGNC01321,RDBECOLIGNC01320,RDBECOLIGNC01319,RDBECOLIGNC01318,RDBECOLIGNC01310,RDBECOLIGNC01309,RDBECOLIGNC01311	waaU|waaZ|waaY|waaJ|waaO|waaB|waaS|waaP|waaG|waaQ	RDBECOLIPMC02852	waaQp	3808180					b3623|b3624|b3625|b3626|b3627|b3628|b3629|b3630|b3631|b3632	3808098	3798239		Ecocyc:TU0-7162 
RDBECOLITUC02588	waaA	RDBECOLIOPC02710	kdtA-coaD	RDBECOLIGNC00512	waaA	RDBECOLIPMC02853	waaAp1	3808516		sigma70			b3633	3808540	3809817		Ecocyc:TU0-7163 
RDBECOLITUC02589	waaA	RDBECOLIOPC02710	kdtA-coaD	RDBECOLIGNC00512	waaA	RDBECOLIPMC02854	waaAp2	3808256		sigma70			b3633	3808540	3809817		Ecocyc:TU0-7164 
RDBECOLITUC02590	istR-2	RDBECOLIOPC02949	istR-2	RDBECOLIGNC02566	istR	RDBECOLIPMC02855	istR-2p	3853257	RDBECOLITMC00076	sigma70			b4616	3853257	3853118	3853118-3853144	Ecocyc:TU0-7181 
RDBECOLITUC02591	istR-1	RDBECOLIOPC02949	istR-2	RDBECOLIGNC02566	istR	RDBECOLIPMC02856	istR-1p	3853192	RDBECOLITMC00076	sigma70			b4616	3853257	3853118	3853118-3853144	Ecocyc:TU0-7182 
RDBECOLITUC02592	hcaR-iroK	RDBECOLIOPC00967	hcaR-iroK	RDBECOLIGNC02718,RDBECOLIGNC04192	iroK|hcaR	RDBECOLIPMC02857	hcaRp	2668964			RDBECOLITFC00037	HcaR	b4706|b2537	2668896	2668006		Ecocyc:TU0-7201 
RDBECOLITUC02593	hcaEFCBD	RDBECOLIOPC01379	hcaEFCBD	RDBECOLIGNC04195,RDBECOLIGNC04194,RDBECOLIGNC04193,RDBECOLIGNC04745,RDBECOLIGNC04739	hcaD|hcaB|hcaC|hcaF|hcaE	RDBECOLIPMC02858	hcaEp	2668982			RDBECOLITFC00037	HcaR	b2542|b2541|b2540|b2539|b2538	2669032	2673249		Ecocyc:TU0-7202 
RDBECOLITUC02594	prpR	RDBECOLIOPC00204	prpR	RDBECOLIGNC03122	prpR	RDBECOLIPMC02859	prpRp	348471		sigma70	RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00134,RDBECOLITFC00086,RDBECOLITFC00014,RDBECOLITFC00014	AscG,AscG,AscG,AscG,AscG,PhoB,CRP,PrpR,PrpR	b0330	348443	346857		Ecocyc:TU0-7221 
RDBECOLITUC02595	moaBCDE	RDBECOLIOPC02723	moaABCDE	RDBECOLIGNC01545,RDBECOLIGNC01544,RDBECOLIGNC01607,RDBECOLIGNC01543	moaE|moaD|moaC|moaB	RDBECOLIPMC02860	moaBp	817977					b0785|b0784|b0783|b0782	818055	819747		Ecocyc:TU0-7262 
RDBECOLITUC02596	yrdD-rimN-aroE-yrdB	RDBECOLIOPC02116	yrdD-rimN-aroE-yrdB	RDBECOLIGNC04524,RDBECOLIGNC00073,RDBECOLIGNC04525,RDBECOLIGNC04526	yrdB|aroE|tsaC|yrdD								b3280|b3281|b3282|b3283	3431962	3429766		Ecocyc:TU0-7281 
RDBECOLITUC02597	smf	RDBECOLIOPC01706	smf	RDBECOLIGNC01551	smf	RDBECOLIPMC03029	smfp	3433686					b4473	3433560	3432436		Ecocyc:TU0-7282 
RDBECOLITUC02598	kdgK	RDBECOLIOPC01789	kdgK	RDBECOLIGNC02130	kdgK								b3526	3679419	3680348		Ecocyc:TU0-7301 
