# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC01514	proBA	260388	262756	forward	2	proB|proA		 
RDBECOLIOPC01515	dicC-ydfXW	1647174	1647850	reverse	3	dicC|ydfX|ydfW	[COMP-AINF:W]	W 
RDBECOLIOPC01517	treBC	4463054	4466180	reverse	2	treB|treC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP:W][EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC01518	yjaB	4213680	4214123	reverse	1	yjaB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01519	torYZ	1954578	1958132	reverse	2	torY|torZ	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01520	yicG	3818874	3819491	forward	1	yicG	[COMP-AINF:W]	W 
RDBECOLIOPC01522	rprA	1770372	1770477	forward	1	rprA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01523	rseP	196546	197898	forward	1	rseP		 
RDBECOLIOPC01524	pldB-yigL	4009170	4011000	forward	2	pldB|yigL	[COMP-AINF:W]	W 
RDBECOLIOPC01525	metC	3152236	3153423	forward	1	metC		 
RDBECOLIOPC01527	yqeB	3012614	3014239	reverse	1	yqeB	[COMP-AINF:W]	W 
RDBECOLIOPC01528	dusA	4261669	4262706	forward	1	dusA	[COMP-AINF:W]	W 
RDBECOLIOPC01529	abrB	746723	747769	reverse	1	abrB	[COMP-AINF:W]	W 
RDBECOLIOPC01531	nadA-pnuC	782085	783885	forward	2	nadA|pnuC	[COMP-AINF:W]	W 
RDBECOLIOPC01532	dinB-yafNOP	250898	253161	forward	4	dinB|yafN|yafO|yafP	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01533	ppiB-lpxH	553218	554437	reverse	2	ppiB|lpxH	[COMP-AINF:W]	W 
RDBECOLIOPC01534	dsbD-yjdC	4362733	4365042	reverse	2	dsbD|dicD	[COMP-AINF:W][IC:W]	W 
RDBECOLIOPC01536	cdh	4109930	4110685	forward	1	cdh	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01537	ybdG	603416	604663	reverse	1	ybdG	[COMP-AINF:W]	W 
RDBECOLIOPC01538	yghT	3134131	3134823	forward	1	yghT	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01539	yeiP	2265450	2266022	forward	1	efpL	[COMP-AINF:W]	W 
RDBECOLIOPC01540	uspC	1979753	1980181	forward	1	uspC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01541	ydcY	1517648	1517881	forward	1	ydcY	[COMP-AINF:W]	W 
RDBECOLIOPC01542	ybdJ	605951	606199	reverse	1	ybdJ	[COMP-AINF:W]	W 
RDBECOLIOPC01543	zitB	783882	784823	reverse	1	zitB	[COMP-AINF:W]	W 
RDBECOLIOPC01544	yiaKLMNO-lyx-sgbHUE	3742733	3750781	forward	9	yiaK|yiaL|yiaM|yiaN|yiaO|lyxK|sgbH|sgbU|sgbE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01545	argR	3384703	3385173	forward	1	argR		 
RDBECOLIOPC01546	yncJ	1508834	1509064	reverse	1	yncJ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01547	yebA	1940313	1941635	reverse	1	mepM	[COMP-HINF:W]	W 
RDBECOLIOPC01548	spy	1825140	1825625	reverse	1	spy	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01550	uidR	1696462	1697052	reverse	1	uidR	[EXP-IEP:W][EXP-IMP:W]	W 
RDBECOLIOPC01551	alaWX	2518041	2518231	reverse	2	alaW|alaX	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01553	yefM-yoeB	2089211	2089713	reverse	2	yefM|yoeB	[COMP-AINF:W]	W 
RDBECOLIOPC01554	soxS	4277060	4277383	reverse	1	soxS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01555	ybaY	475379	475951	forward	1	ybaY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01556	yaiZ	399593	399805	forward	1	yaiZ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01557	yegD	2147674	2149026	forward	1	yegD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01558	yjbB	4227731	4229362	forward	1	yjbB	[COMP-AINF:W]	W 
RDBECOLIOPC01559	ftp	2310479	2311534	reverse	1	ftp	[COMP-AINF:W]	W 
RDBECOLIOPC01560	yiiM	4102822	4103496	forward	1	yiiM	[COMP-AINF:W]	W 
RDBECOLIOPC01561	katG	4133835	4136015	forward	1	katG		 
RDBECOLIOPC01563	ampH	395130	396287	reverse	1	ampH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01565	ispB	3333710	3334681	forward	1	ispB	[COMP-AINF:W]	W 
RDBECOLIOPC01566	htgA	10830	11315	forward	1	mbiA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01567	fabR-yijD	4161067	4162130	forward	2	fabR|yijD	[COMP-AINF:W]	W 
RDBECOLIOPC01568	yraL	3292475	3293335	reverse	1	rsmI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01569	yfbL	2385860	2386831	forward	1	yfbL	[COMP-AINF:W]	W 
RDBECOLIOPC01570	yfhG	2688793	2689506	reverse	1	qseG	[COMP-HINF:W]	W 
RDBECOLIOPC01571	yahH	339769	340089	forward	1	yahH	[COMP-AINF:W]	W 
RDBECOLIOPC01572	pdeD	1898427	1900025	forward	1	pdeD	[COMP-AINF:W]	W 
RDBECOLIOPC01574	ybfE	711605	711898	reverse	1	ybfE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01575	yagAB-insX	280114	281983	reverse	3	yagA|yagB|insX	[COMP-AINF:W]	W 
RDBECOLIOPC01576	ygjJK	3227801	3231239	forward	2	ygjJ|ygjK	[COMP-AINF:W]	W 
RDBECOLIOPC01577	insH6	2066305	2067285	reverse	1	insH6	[COMP-AINF:W]	W 
RDBECOLIOPC01578	insQ	1503657	1504865	forward	1	insQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01579	yijF	4137040	4137657	reverse	1	yijF	[COMP-AINF:W]	W 
RDBECOLIOPC01580	ylcI	580251	580445	reverse	1	ylcI	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC01581	yahK	342884	343933	forward	1	yahK	[COMP-AINF:W]	W 
RDBECOLIOPC01582	yhjJ	3680444	3681940	reverse	1	bipP	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01583	emrD	3853922	3855106	forward	1	emrD	[COMP-AINF:W]	W 
RDBECOLIOPC01584	ybcW	579880	580086	forward	1	ybcW	[COMP-AINF:W]	W 
RDBECOLIOPC01586	ybaL	501562	503238	reverse	1	ybaL	[COMP-AINF:W]	W 
RDBECOLIOPC01587	rpnD	4568998	4569918	forward	1	rpnD	[COMP-AINF:W]	W 
RDBECOLIOPC01588	srlAEBD-gutM-srlR-gutQ	2825832	2830778	forward	7	srlA|srlE|srlB|srlD|gutM|srlR|gutQ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01589	sieB	1418671	1419159	forward	1	sieB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01590	zur	4259488	4260003	reverse	1	zur	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01591	uxuR	4554576	4555349	forward	1	uxuR	[EXP-IEP:W][EXP-IMP:W]	W 
RDBECOLIOPC01593	mdh	3383330	3384268	reverse	1	mdh	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01594	yihF	4044199	4045629	forward	1	yihF	[COMP-AINF:W]	W 
RDBECOLIOPC01595	ybgA-phr	739001	740925	forward	2	ybgA|phr	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01596	lolB-ispE-prs	1260928	1263500	reverse	3	lolB|ispE|prs	[EXP-IEP:W]	W 
RDBECOLIOPC01597	yafL	246712	247461	forward	1	yafL	[COMP-AINF:W]	W 
RDBECOLIOPC01599	metNIQ	220113	222645	reverse	3	metN|metI|metQ	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01600	yohP	2228982	2229065	forward	1	yohP	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC01601	yfcC	2417081	2418601	forward	1	yfcC	[COMP-AINF:W]	W 
RDBECOLIOPC01602	yzfA	4447976	4448245	reverse	1	yzfA		 
RDBECOLIOPC01603	yabR	85467	85511	reverse	1	yabR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01604	ydiQRST-fadK	1779617	1784677	forward	5	ydiQ|ydiR|ydiS|ydiT|fadK		 
RDBECOLIOPC01605	ygdR	2971271	2971489	forward	1	ygdR	[COMP-AINF:W]	W 
RDBECOLIOPC01607	yddG	1546288	1547169	reverse	1	yddG	[COMP-AINF:W]	W 
RDBECOLIOPC01608	insA2B2AB2-afuBC	277756	279875	reverse	5	insAB2|insA2|insB2|afuB|afuC	[COMP-AINF:W]	W 
RDBECOLIOPC01609	fabB	2440385	2441605	reverse	1	fabB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01610	murJ	1127839	1129374	forward	1	murJ	[COMP-AINF:W]	W 
RDBECOLIOPC01611	ybdL	633586	634746	forward	1	ybdL	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01612	queD	2892214	2892579	forward	1	queD	[COMP-AINF:W]	W 
RDBECOLIOPC01613	ybiYW	860174	863511	reverse	2	ybiY|ybiW	[COMP-AINF:W]	W 
RDBECOLIOPC01615	tpke70	2496194	2496629	reverse	1	tpke70	[COMP-AINF:W]	W 
RDBECOLIOPC01617	slyB	1719876	1720343	forward	1	slyB		 
RDBECOLIOPC01618	nanXY	4504058	4506405	forward	2	nanX|nanY	[EXP-IEP-COREGULATION:W][COMP-AINF:W][EXP-IEP:W]	W 
RDBECOLIOPC01619	narP	2290500	2291147	forward	1	narP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01620	purL	2691656	2695543	reverse	1	purL		 
RDBECOLIOPC01621	metA	4214280	4215209	forward	1	metA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01622	ldhA	1441854	1442843	reverse	1	ldhA		 
RDBECOLIOPC01623	yedP	2025511	2026326	forward	1	yedP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01624	yghQ	3131341	3132408	reverse	1	yghQ	[COMP-AINF:W]	W 
RDBECOLIOPC01625	nlpC	1792267	1792731	reverse	1	nlpC	[COMP-AINF:W]	W 
RDBECOLIOPC01626	rrsH-ileV-alaV-rrlH-rrfH	223771	228875	forward	5	rrsH|ileV|alaV|rrlH|rrfH	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC01627	glyW-cysT-leuZ	1991748	1992117	reverse	4	glyW|cysT|leuZ|3'ETS-<i>leuZ</i>	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01628	ygeW	3006262	3007452	forward	1	ygeW	[COMP-AINF:W]	W 
RDBECOLIOPC01630	dsbB	1232500	1233030	reverse	1	dsbB	[COMP-AINF:W]	W 
RDBECOLIOPC01631	rep	3960677	3962698	forward	1	rep	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01632	ygjP	3235960	3236463	forward	1	ygjP	[COMP-AINF:W]	W 
RDBECOLIOPC01633	ydhP	1736121	1737290	reverse	1	ydhP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01634	pncC	2823849	2824346	reverse	1	pncC	[COMP-AINF:W]	W 
RDBECOLIOPC01635	isrC-flu	2071317	2074658	forward	2	isrC|flu	[COMP-HINF:W][IC:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01636	recET-ralR-rcbA-xisR-intR	1412000	1417386	reverse	6	recE|recT|ralR|rcbA|xisR|intR	[COMP-AINF:W]	W 
RDBECOLIOPC01637	fimAICDFGH	4543115	4549710	forward	8	fimA|fimR2|fimI|fimC|fimD|fimF|fimG|fimH	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC01638	ydiP	1778390	1779301	reverse	1	ydiP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01640	zapE	3378870	3379997	reverse	1	zapE	[COMP-AINF:W]	W 
RDBECOLIOPC01641	ygjQ	3236540	3237232	forward	1	ygjQ	[COMP-AINF:W]	W 
RDBECOLIOPC01642	yghA	3149662	3150546	forward	1	yghA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01643	panBC	147944	149601	reverse	2	panB|panC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01645	efp	4375699	4376265	forward	1	efp	[COMP-AINF:W]	W 
RDBECOLIOPC01646	lysQ	781577	781652	forward	1	lysQ	[COMP-AINF:W]	W 
RDBECOLIOPC01647	exuR	3246652	3247428	forward	1	exuR	[EXP-IEP:W][EXP-IMP:W]	W 
RDBECOLIOPC01648	ynbABCD	1477621	1482201	forward	4	ynbA|ynbB|ynbC|ynbD	[COMP-AINF:W]	W 
RDBECOLIOPC01649	ycgH	1219601	1222248	forward	1	ycgH	[COMP-AINF:W][IC:W]	W 
RDBECOLIOPC01650	tfaS	2470803	2471105	forward	1	tfaS	[COMP-AINF:W]	W 
RDBECOLIOPC01652	yqeA	3011461	3012393	forward	1	yqeA	[COMP-AINF:W]	W 
RDBECOLIOPC01653	ompA	1019013	1020053	reverse	1	ompA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01654	yaiT	390251	394418	forward	1	yaiT	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01655	yaeP-rof	213678	214125	reverse	2	yaeP|rof	[COMP-AINF:W]	W 
RDBECOLIOPC01656	maeA	1553972	1555669	reverse	1	maeA	[COMP-AINF:W]	W 
RDBECOLIOPC01659	yhiJ	3630968	3632590	reverse	1	yhiJ	[COMP-AINF:W]	W 
RDBECOLIOPC01660	yjhR	4535015	4536031	forward	1	yjhR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01661	eaeH-insE1EF1F1	314357	316453	forward	4	eaeH|insE1|insEF1|insF1	[COMP-AINF:W]	W 
RDBECOLIOPC01663	yjcE	4279980	4281629	forward	1	yjcE	[COMP-AINF:W]	W 
RDBECOLIOPC01664	pepQ-yigZ-trkH-hemG	4031161	4035153	forward	4	pepQ|yigZ|trkH|hemG	[COMP-AINF:W]	W 
RDBECOLIOPC01666	pdeN	2270726	2272282	forward	1	pdeN	[COMP-AINF:W]	W 
RDBECOLIOPC01667	yghX	3146856	3147691	reverse	1	yghX	[COMP-AINF:W]	W 
RDBECOLIOPC01668	ybbAP	519733	522830	forward	2	ybbA|ybbP	[COMP-AINF:W]	W 
RDBECOLIOPC01669	yeaX	1885845	1886810	forward	1	yeaX	[COMP-AINF:W]	W 
RDBECOLIOPC01671	yghG	3113067	3113477	reverse	1	yghG	[COMP-AINF:W]	W 
RDBECOLIOPC01673	glmZ	3986432	3986603	forward	1	glmZ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01674	malEFGH	4242531	4246419	reverse	4	malE|malF|malG|malH	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01675	holE	1925108	1925338	forward	1	holE	[COMP-AINF:W]	W 
RDBECOLIOPC01676	clpA	923264	925540	forward	1	clpA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01678	rem	1644651	1644902	reverse	1	rem	[COMP-AINF:W]	W 
RDBECOLIOPC01680	pepA	4484440	4485951	reverse	1	pepA	[COMP-AINF:W]	W 
RDBECOLIOPC01681	cmr	883673	884905	forward	1	mdfA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01683	ydgJ	1703268	1704308	reverse	1	ydgJ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01684	gmhA	243543	244121	forward	1	gmhA	[COMP-AINF:W]	W 
RDBECOLIOPC01685	icdC	1211413	1211577	forward	1	icdC	[COMP-AINF:W]	W 
RDBECOLIOPC01686	yeiQ	2266245	2267711	forward	1	yeiQ	[COMP-AINF:W]	W 
RDBECOLIOPC01687	ftnA	1988716	1989213	forward	1	ftnA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01688	cdaR	182463	183620	forward	1	cdaR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01689	barA	2915057	2917813	forward	1	barA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01690	yfhH	2698759	2699607	forward	1	yfhH	[COMP-AINF:W]	W 
RDBECOLIOPC01692	ybfP	715412	715906	forward	1	ybfP	[COMP-AINF:W]	W 
RDBECOLIOPC01693	cspG	1051461	1051673	forward	1	cspG		 
RDBECOLIOPC01694	pgl	798586	799581	forward	1	pgl	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01695	yicH	3830457	3832166	forward	1	yicH	[COMP-AINF:W]	W 
RDBECOLIOPC01696	ligA-ypeB	2527941	2530176	reverse	2	ligA|ypeB	[COMP-AINF:W]	W 
RDBECOLIOPC01697	psiE	4240325	4240735	forward	1	psiE		 
RDBECOLIOPC01699	argCBH	4155001	4158223	forward	3	argC|argB|argH	[ND:W]	W 
RDBECOLIOPC01700	ldtF	245065	245805	reverse	1	dpaA	[COMP-AINF:W]	W 
RDBECOLIOPC01701	lipA	659251	660216	reverse	1	lipA	[COMP-AINF:W]	W 
RDBECOLIOPC01702	ygbN	2865101	2866465	forward	1	ygbN	[COMP-AINF:W]	W 
RDBECOLIOPC01703	xthA	1832428	1833234	forward	1	xthA	[COMP-AINF:W]	W 
RDBECOLIOPC01704	yqhG	3157650	3158576	forward	1	yqhG	[COMP-AINF:W]	W 
RDBECOLIOPC01705	rsmF	1920223	1921662	forward	1	rsmF	[COMP-AINF:W]	W 
RDBECOLIOPC01706	smf	3432436	3433560	reverse	1	smf	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-HINF:W]	W 
RDBECOLIOPC01707	yedN	2011223	2012351	reverse	1	yedN	[COMP-AINF:W][IC:W]	W 
RDBECOLIOPC01708	sfsB	3334909	3335187	forward	1	sfsB	[COMP-AINF:W]	W 
RDBECOLIOPC01709	yegRZ	2167602	2168306	reverse	3	yegR|G7121|yegZ	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01710	prpBCDE	348682	354592	forward	4	prpB|prpC|prpD|prpE	[COMP-AINF:W]	W 
RDBECOLIOPC01713	ydjO	1812329	1813132	reverse	1	ydjO	[COMP-AINF:W]	W 
RDBECOLIOPC01714	rfaH	4024333	4024821	reverse	1	rfaH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01715	tilS	212331	213629	forward	1	tilS	[COMP-AINF:W]	W 
RDBECOLIOPC01718	fsaA	863642	864304	forward	1	fsaA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01719	glpABC	2352647	2356711	forward	3	glpA|glpB|glpC	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01720	yfcZ	2460650	2460934	reverse	1	yfcZ	[COMP-AINF:W]	W 
RDBECOLIOPC01721	nsrR-rnr-rlmB-yjfI	4406190	4411251	forward	5	nsrR|rnr|rlmB|yjfI|yjfJ	[COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01722	cpxRA	4103602	4105670	reverse	2	cpxR|cpxA	[IC:W]	W 
RDBECOLIOPC01723	mnmE	3886828	3888192	forward	1	mnmE	[COMP-AINF:W]	W 
RDBECOLIOPC01724	ygiW	3169284	3169676	reverse	1	ygiW	[COMP-AINF:W]	W 
RDBECOLIOPC01725	ung	2716754	2717443	forward	1	ung	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01727	allFGHK	546680	551332	forward	4	allF|allG|allH|allK	[EV-EXP-IEP-RTPCR:[]]	 
RDBECOLIOPC01728	insC2D2CD2	1467921	1469149	reverse	3	insCD2|insC2|insD2	[COMP-AINF:W]	W 
RDBECOLIOPC01729	yheO-tusDCB	3474678	3476440	reverse	4	yheO|tusD|tusC|tusB	[COMP-AINF:W]	W 
RDBECOLIOPC01730	yacH	129407	131260	reverse	1	yacH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01731	ybeQ	675570	676547	reverse	1	ybeQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01732	aspC	984519	985709	reverse	1	aspC	[COMP-AINF:W]	W 
RDBECOLIOPC01733	insA-7	4518527	4518802	forward	1	insA7	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01734	ymjA	1357423	1357668	reverse	1	ymjA	[COMP-AINF:W]	W 
RDBECOLIOPC01737	yqjG	3251024	3252010	forward	1	yqjG	[COMP-AINF:W]	W 
RDBECOLIOPC01738	ybjJI	885316	887339	reverse	2	ybjJ|ybjI	[COMP-AINF:W]	W 
RDBECOLIOPC01739	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	3448314	3453270	reverse	11	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ	[AS-TAS:W]	W 
RDBECOLIOPC01740	ppnP	408177	408461	forward	1	ppnP	[COMP-AINF:W]	W 
RDBECOLIOPC01741	yfiF	2717491	2718528	reverse	1	yfiF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01742	ryhB	3580922	3581016	reverse	1	ryhB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01743	murB-birA	4172057	4174047	forward	2	murB|birA	[COMP-AINF:W]	W 
RDBECOLIOPC01744	srmB	2712896	2714230	forward	1	srmB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01745	yccU	1027946	1028359	forward	1	yccU	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01746	kdpDE	721056	724414	reverse	2	kdpD|kdpE	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC01747	mscS	3068947	3069807	reverse	1	mscS	[COMP-AINF:W]	W 
RDBECOLIOPC01748	nadC	117752	118645	reverse	1	nadC	[COMP-AINF:W]	W 
RDBECOLIOPC01749	sixA	2456327	2456812	reverse	1	sixA	[COMP-AINF:W]	W 
RDBECOLIOPC01750	yccR	1021138	1021767	forward	1	sxy	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01751	yneE	1608108	1609022	reverse	1	yneE	[COMP-AINF:W]	W 
RDBECOLIOPC01752	ldtE	1757721	1758725	reverse	1	ldtE	[COMP-AINF:W]	W 
RDBECOLIOPC01754	mmuPM	275325	277647	forward	2	mmuP|mmuM	[COMP-AINF:W]	W 
RDBECOLIOPC01755	rtcBA	3555833	3558079	reverse	2	rtcB|rtcA	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC01757	topAI-yjhQ	4533239	4534053	reverse	2	topAI|yjhQ	[COMP-AINF:W]	W 
RDBECOLIOPC01758	ygiQ	3158927	3161146	reverse	1	ygiQ	[COMP-AINF:W]	W 
RDBECOLIOPC01759	yhdV	3418390	3418611	forward	1	yhdV	[COMP-AINF:W]	W 
RDBECOLIOPC01760	yidL	3860283	3861176	forward	1	yidL	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01761	yceJI	1117901	1119046	reverse	2	yceJ|yceI	[EXP-IEP-COREGULATION:W][COMP-AINF:W][IC:W]	W 
RDBECOLIOPC01762	eptC	4148532	4150265	reverse	1	eptC	[COMP-AINF:W]	W 
RDBECOLIOPC01763	allS	531295	532221	reverse	1	allS	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01764	ygfF	3045158	3045901	reverse	1	ygfF	[COMP-AINF:W]	W 
RDBECOLIOPC01765	yafDE	231122	232549	forward	2	yafD|yafE	[EXP-IEP-COREGULATION:W][COMP-AINF:W][IC:W]	W 
RDBECOLIOPC01766	adrA	403703	404818	forward	1	dgcC	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01767	yqfH	3032939	3033010	reverse	1	yqfH	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC01768	mlaA	2464252	2465007	reverse	1	mlaA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01769	ileY	2785762	2785837	reverse	1	ileY	[COMP-AINF:W]	W 
RDBECOLIOPC01771	cecR-ybhGFSR	825002	830643	reverse	5	cecR|ybhG|ybhF|ybhS|ybhR	[COMP-AINF:W]	W 
RDBECOLIOPC01772	pphB	2859760	2860416	forward	1	pphB	[COMP-AINF:W]	W 
RDBECOLIOPC01773	ybbN	517425	518279	reverse	1	cnoX		 
RDBECOLIOPC01774	agrB	3648294	3648375	forward	1	agrB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
