# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) conformationName.  Name of the active conformation of the regulator.
## (5) regulatedId. Gene ID regulated by the Regulator (regulated Gene)
## (6) regulatedName. Gene regulated by the Regulator (regulated Gene)
## (7) function. Regulatory Function of the Regulator on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (8) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)conformationName	5)regulatedId	6)regulatedName	7)function	8)confidenceLevel 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03193	allW	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03196	glxK	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03212	ybcK	+	S 
RDBECOLITFC00104	Nac	nac	DNA-+binding transcriptional dual regulator Nac	RDBECOLIGNC03224	borD	-+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03225	ybcV	-	S 
RDBECOLITFC00104	Nac	nac	DNA-+binding transcriptional dual regulator Nac	RDBECOLIGNC03238	ybdK	-+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03244	dsbG	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03245	uspG	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03246	ybdR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03260	nadD	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03261	ybeQ	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03262	ybeR	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03264	ybeT	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03265	ybeU	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03301	ybhD	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03302	ybhH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03303	ybhI	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03307	ybhM	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03318	mcbA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03319	rlmF	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03353	ybjP	+	S 
RDBECOLITFC00104	Nac	nac	DNA-+binding transcriptional dual regulator Nac	RDBECOLIGNC03354	ybjQ	-+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03363	ybjX	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03364	macA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03370	ycaN	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03382	ssuE	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03383	elfA	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03386	elfG	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03416	yccM	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03425	rutB	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03432	pgaA	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03433	dgcT	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03456	bssS	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03480	rluE	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03499	ycgX	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03510	ycgJ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03523	dhaK	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03524	dhaR	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03525	ycgV	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03538	ymjA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03566	abgA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03567	abgR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03578	ydaT	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03579	ydaU	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03584	ynaK	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03590	stfR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03591	tfaR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03592	pinR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03595	ompN	-	S 
RDBECOLITFC00104	Nac	nac	DNA-+binding transcriptional dual regulator Nac	RDBECOLIGNC03601	feaR	-+	W 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03627	ydcI	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03640	ydcS	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03641	ydcT	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03642	ydcU	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03643	ydcV	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03644	patD	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03645	ortT	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03646	ydcY	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03647	ydcZ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03649	curA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03653	ansP	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03667	ddpC	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03679	ydeP	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03680	ydeQ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03700	yneK	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03705	ydfK	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03706	pinQ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03707	tfaQ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03715	ydfR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03727	ynfA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03728	ynfB	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03731	ynfD	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03732	ynfE	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03733	ynfF	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03734	ynfG	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03738	bidA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03747	ydgH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03790	fumD	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03801	ydiL	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03802	ydiM	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03804	ydiO	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03805	ydiP	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03811	rflP	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03813	ydiY	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03816	yniB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03817	hxpB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03822	cho	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03838	ynjF	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03839	nudG	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03840	ynjH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03884	yobF	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03887	kdgR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03888	yebQ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03892	rsmF	-	S 
RDBECOLITFC00104	Nac	nac	DNA-+binding transcriptional dual regulator Nac	RDBECOLIGNC03897	yebZ	-+	S 
RDBECOLITFC00104	Nac	nac	DNA-+binding transcriptional dual regulator Nac	RDBECOLIGNC03898	yobA	-+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03899	yobB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03901	znuA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03915	uspC	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03916	ftnB	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03921	dcyD	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03923	yedL	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03934	hchA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03936	hprR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03942	mtfA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03945	shiA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03950	nac	-	C 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03966	yeeZ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03968	ugd	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03976	wcaF	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03977	wcaE	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03982	wzc	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03983	wzb	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03984	wza	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03985	yegH	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03989	yegL	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC03998	yegR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04043	yfbK	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04044	yfbL	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04054	yfbV	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04068	yfcO	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04069	yfcP	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04097	emrK	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04098	yfdE	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04099	yfdV	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04106	alaC	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04117	mntH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04122	pdxK	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04123	yfeK	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04124	yfeS	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04155	eutS	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04175	pdeF	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04176	yfgG	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04177	yfgH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04190	csiE	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04192	hcaR	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04205	yfhL	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04212	yfiR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04217	yfjI	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04220	abpA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04223	rnlB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04242	ileY	+	S 
RDBECOLITFC00104	Nac	nac	DNA-+binding transcriptional dual regulator Nac	RDBECOLIGNC04245	glaH	-+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04248	ygaV	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04249	ygaP	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04251	ygaM	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04255	ygaZ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04263	pphB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04271	ispD	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04279	queD	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04281	ygcO	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04282	ygcP	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04285	ygcS	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04288	ygcE	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04292	gudX	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04298	queF	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04307	ygdR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04309	kduI	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04312	yqeH	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04314	yqeJ	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04315	yqeK	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04317	ygeG	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04330	xdhA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04339	yqeB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04360	scpB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04362	srsR	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04363	yggP	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04381	yghG	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04384	glcA	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04393	yghS	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04394	yghT	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04405	dkgA	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04415	ygiZ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04432	ygjH	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04452	yhaI	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04468	yraH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04482	ubiT	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04483	ubiU	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04486	yhbX	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04497	yhcC	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04498	yhcD	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04504	nanK	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04522	yhdV	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04532	gspG	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04533	gspH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04547	yhfL	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04559	yhfZ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04580	yhhZ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04584	yrhB	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04588	insK	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04608	yjeH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04610	yjeJ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04612	blc	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04636	yjfZ	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04638	ytfB	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04639	fklB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04645	ytfJ	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04646	ytfK	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04650	ytfP	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04653	yjgH	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04660	yjgM	+	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04661	yjgN	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04684	yjhI	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04718	fhuF	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04724	feaB	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04727	nrdG	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04728	uxaC	-	S 
RDBECOLITFC00104	Nac	nac	DNA-binding transcriptional dual regulator Nac	RDBECOLIGNC04739	hcaE	+	S 
RDBECOLITFC00105	IscR	iscR	DNA-binding transcriptional dual regulator IscR	RDBECOLIGNC00461	hyaA	-	S 
RDBECOLITFC00105	IscR	iscR	DNA-binding transcriptional dual regulator IscR	RDBECOLIGNC00462	hyaB	-	S 
RDBECOLITFC00105	IscR	iscR	DNA-binding transcriptional dual regulator IscR	RDBECOLIGNC00463	hyaC	-	S 
RDBECOLITFC00105	IscR	iscR	DNA-binding transcriptional dual regulator IscR	RDBECOLIGNC00464	hyaD	-	S 
RDBECOLITFC00105	IscR	iscR	DNA-binding transcriptional dual regulator IscR	RDBECOLIGNC00465	hyaE	-	S 
RDBECOLITFC00105	IscR	iscR	DNA-binding transcriptional dual regulator IscR	RDBECOLIGNC00466	hyaF	-	S 
RDBECOLITFC00105	IscR	iscR	DNA-binding transcriptional dual regulator IscR	RDBECOLIGNC01345	sufA	+	S 
