entity_id,entity_type,name,aliases,default_state,allowed_states,annotation,pathways,subcellular_location,source_database,source_id,external_ids,is_external,complex_type,is_virtual,components,critical_components,assembly_condition,notes
gene.b2025,gene,hisF,b2025|hisF|hisF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2025,"Dbxref:ASAP:ABE-0006727,ECOCYC:EG10448,GeneID:946516|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2095844-2096620:+; feature_type=gene
gene.b2026,gene,hisI,b2026|hisI|hisI,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2026,"Dbxref:ASAP:ABE-0006729,ECOCYC:EG10451,GeneID:946515|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2096614-2097225:+; feature_type=gene
gene.b2027,gene,wzzB,b2027|wzzB|wzzB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2027,"Dbxref:ASAP:ABE-0006731,ECOCYC:G7090,GeneID:946553|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2097321-2098301:-; feature_type=gene
gene.b2028,gene,ugd,b2028|ugd|ugd,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2028,"Dbxref:ASAP:ABE-0006734,ECOCYC:G7091,GeneID:946571|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2098447-2099613:-; feature_type=gene
gene.b2029,gene,gnd,b2029|gnd|gnd,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2029,"Dbxref:ASAP:ABE-0006737,ECOCYC:EG10411,GeneID:946554|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2099862-2101268:-; feature_type=gene
gene.b2030,gene,insH7,b2030|insH7|insH7,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2030,"Dbxref:ASAP:ABE-0006742,ECOCYC:G7092,GeneID:946577|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2101895-2102875:-; feature_type=gene
gene.b2032,gene,wbbK,b2032|wbbK|wbbK,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2032,"Dbxref:ASAP:ABE-0006747,ECOCYC:EG11985,GeneID:946555|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2103391-2104509:-; feature_type=gene
gene.b2033,gene,wbbJ,b2033|wbbJ|wbbJ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2033,"Dbxref:ASAP:ABE-0006749,ECOCYC:EG11984,GeneID:946556|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2104494-2105084:-; feature_type=gene
gene.b2034,gene,wbbI,b2034|wbbI|wbbI,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2034,"Dbxref:ASAP:ABE-0006751,ECOCYC:EG11983,GeneID:947041|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2105065-2106057:-; feature_type=gene
gene.b2035,gene,wbbH,b2035|wbbH|wbbH,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2035,"Dbxref:ASAP:ABE-0006753,ECOCYC:EG11982,GeneID:945179|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2106060-2107226:-; feature_type=gene
gene.b2036,gene,glf,b2036|glf|glf,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2036,"Dbxref:ASAP:ABE-0006755,ECOCYC:EG11981,GeneID:945235|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2107226-2108329:-; feature_type=gene
gene.b2037,gene,rfbX,b2037|rfbX|rfbX,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2037,"Dbxref:ASAP:ABE-0006757,ECOCYC:EG11980,GeneID:946557|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2108337-2109584:-; feature_type=gene
gene.b2038,gene,rfbC,b2038|rfbC|rfbC,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2038,"Dbxref:ASAP:ABE-0006759,ECOCYC:EG11979,GeneID:947482|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2109581-2110138:-; feature_type=gene
gene.b2039,gene,rfbA,b2039|rfbA|rfbA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2039,"Dbxref:ASAP:ABE-0006762,ECOCYC:EG11978,GeneID:945154|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2110138-2111019:-; feature_type=gene
gene.b2040,gene,rfbD,b2040|rfbD|rfbD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2040,"Dbxref:ASAP:ABE-0006764,ECOCYC:EG12411,GeneID:947117|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2111077-2111976:-; feature_type=gene
gene.b2041,gene,rfbB,b2041|rfbB|rfbB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2041,"Dbxref:ASAP:ABE-0006766,ECOCYC:EG12412,GeneID:945276|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2111976-2113061:-; feature_type=gene
gene.b2042,gene,galF,b2042|galF|galF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2042,"Dbxref:ASAP:ABE-0006771,ECOCYC:G7093,GeneID:946560|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2113434-2114327:-; feature_type=gene
gene.b2043,gene,wcaM,b2043|wcaM|wcaM,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2043,"Dbxref:ASAP:ABE-0006774,ECOCYC:G7094,GeneID:946561|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2114502-2115896:-; feature_type=gene
gene.b2044,gene,wcaL,b2044|wcaL|wcaL,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2044,"Dbxref:ASAP:ABE-0006777,ECOCYC:G7095,GeneID:946565|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2115907-2117127:-; feature_type=gene
gene.b2045,gene,wcaK,b2045|wcaK|wcaK,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2045,"Dbxref:ASAP:ABE-0006780,ECOCYC:G7096,GeneID:946569|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2117124-2118404:-; feature_type=gene
gene.b2046,gene,wzxC,b2046|wzxC|wzxC,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2046,"Dbxref:ASAP:ABE-0006783,ECOCYC:G7097,GeneID:946581|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2118680-2120158:-; feature_type=gene
gene.b2047,gene,wcaJ,b2047|wcaJ|wcaJ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2047,"Dbxref:ASAP:ABE-0006785,ECOCYC:G7098,GeneID:946583|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2120160-2121554:-; feature_type=gene
gene.b2048,gene,cpsG,b2048|cpsG|cpsG,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2048,"Dbxref:ASAP:ABE-0006788,ECOCYC:EG10162,GeneID:946574|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2121609-2122979:-; feature_type=gene
gene.b2049,gene,cpsB,b2049|cpsB|cpsB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2049,"Dbxref:ASAP:ABE-0006791,ECOCYC:EG10161,GeneID:946580|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2123084-2124520:-; feature_type=gene
gene.b2050,gene,wcaI,b2050|wcaI|wcaI,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2050,"Dbxref:ASAP:ABE-0006794,ECOCYC:EG11790,GeneID:946588|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2124523-2125746:-; feature_type=gene
gene.b2051,gene,gmm,b2051|gmm|gmm,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2051,"Dbxref:ASAP:ABE-0006796,ECOCYC:EG11789,GeneID:946559|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2125743-2126222:-; feature_type=gene
gene.b2052,gene,fcl,b2052|fcl|fcl,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2052,"Dbxref:ASAP:ABE-0006801,ECOCYC:EG11788,GeneID:946563|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2126225-2127190:-; feature_type=gene
gene.b2053,gene,gmd,b2053|gmd|gmd,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2053,"Dbxref:ASAP:ABE-0006803,ECOCYC:EG11787,GeneID:946562|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2127193-2128314:-; feature_type=gene
gene.b2054,gene,wcaF,b2054|wcaF|wcaF,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2054,"Dbxref:ASAP:ABE-0006805,ECOCYC:G7099,GeneID:946578|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2128340-2128888:-; feature_type=gene
gene.b2055,gene,wcaE,b2055|wcaE|wcaE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2055,"Dbxref:ASAP:ABE-0006807,ECOCYC:G7100,GeneID:946543|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2128904-2129650:-; feature_type=gene
gene.b2056,gene,wcaD,b2056|wcaD|wcaD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2056,"Dbxref:ASAP:ABE-0006809,ECOCYC:G7101,GeneID:946550|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2129661-2130878:-; feature_type=gene
gene.b2057,gene,wcaC,b2057|wcaC|wcaC,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2057,"Dbxref:ASAP:ABE-0006811,ECOCYC:G7102,GeneID:946579|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2130853-2132070:-; feature_type=gene
gene.b2058,gene,wcaB,b2058|wcaB|wcaB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2058,"Dbxref:ASAP:ABE-0006813,ECOCYC:G7103,GeneID:946573|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2132067-2132555:-; feature_type=gene
gene.b2059,gene,wcaA,b2059|wcaA|wcaA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2059,"Dbxref:ASAP:ABE-0006816,ECOCYC:G7104,GeneID:946570|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2132558-2133397:-; feature_type=gene
gene.b2060,gene,wzc,b2060|wzc|wzc,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2060,"Dbxref:ASAP:ABE-0006819,ECOCYC:G7105,GeneID:946567|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2133490-2135652:-; feature_type=gene
gene.b2061,gene,wzb,b2061|wzb|wzb,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2061,"Dbxref:ASAP:ABE-0006822,ECOCYC:G7106,GeneID:946564|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2135655-2136098:-; feature_type=gene
gene.b2062,gene,wza,b2062|wza|wza,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2062,"Dbxref:ASAP:ABE-0006825,ECOCYC:G7107,GeneID:946558|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2136104-2137243:-; feature_type=gene
gene.b2063,gene,yegH,b2063|yegH|yegH,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2063,"Dbxref:ASAP:ABE-0006830,ECOCYC:G7108,GeneID:946566|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2137902-2139485:+; feature_type=gene
gene.b2064,gene,asmA,b2064|asmA|asmA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2064,"Dbxref:ASAP:ABE-0006833,ECOCYC:EG11361,GeneID:946582|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2139759-2141612:-; feature_type=gene
gene.b2065,gene,dcd,b2065|dcd|dcd,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2065,"Dbxref:ASAP:ABE-0006835,ECOCYC:EG11418,GeneID:946593|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2141634-2142215:-; feature_type=gene
gene.b2066,gene,udk,b2066|udk|udk,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2066,"Dbxref:ASAP:ABE-0006840,ECOCYC:EG11701,GeneID:946597|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2142307-2142948:-; feature_type=gene
gene.b2067,gene,dgcE,b2067|dgcE|dgcE,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2067,"Dbxref:ASAP:ABE-0006845,ECOCYC:EG12396,GeneID:946600|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2143266-2146583:+; feature_type=gene
gene.b2068,gene,alkA,b2068|alkA|alkA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2068,"Dbxref:ASAP:ABE-0006848,ECOCYC:EG11222,GeneID:947371|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2146692-2147540:-; feature_type=gene
gene.b2069,gene,yegD,b2069|yegD|yegD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2069,"Dbxref:ASAP:ABE-0006856,ECOCYC:EG12200,GeneID:947234|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2147674-2149026:+; feature_type=gene
gene.b2070,gene,yegI,b2070|yegI|yegI,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2070,"Dbxref:ASAP:ABE-0006858,ECOCYC:G7109,GeneID:947159|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2149039-2150985:-; feature_type=gene
gene.b2071,gene,yegJ,b2071|yegJ|yegJ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2071,"Dbxref:ASAP:ABE-0006863,ECOCYC:G7110,GeneID:947201|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2151185-2151646:+; feature_type=gene
gene.b2072,gene,pphC,b2072|pphC|pphC,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2072,"Dbxref:ASAP:ABE-0006865,ECOCYC:G7111,GeneID:947269|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2151711-2152472:-; feature_type=gene
gene.b2073,gene,yegL,b2073|yegL|yegL,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2073,"Dbxref:ASAP:ABE-0006867,ECOCYC:G7112,GeneID:946602|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2152469-2153128:-; feature_type=gene
gene.b4436,gene,sibA,b4436|sibA|sibA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4436,"Dbxref:ASAP:ABE-0047256,ECOCYC:G0-8884,GeneID:2847673|gbkey:Gene|gene_biotype:ncRNA",false,,,,,,NC_000913.3:2153311-2153454:+; feature_type=gene
rna.b4436,rna,sibA,b4436|sibA,active,active|inhibited|degraded|overexpressed,small RNA SibA,,cytosol,NCBI RefSeq,rna-b4436,"Dbxref:ASAP:ABE-0047256,ECOCYC:G0-8884,GeneID:2847673|gbkey:ncRNA",false,,,,,,NC_000913.3:2153311-2153454:+; feature_type=ncRNA
gene.b4667,gene,ibsA,b4667|ibsA|ibsA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4667,"Dbxref:ECOCYC:G0-10633,GeneID:7751625|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2153349-2153408:-; feature_type=gene
gene.b4437,gene,sibB,b4437|sibB|sibB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4437,"Dbxref:ASAP:ABE-0047257,ECOCYC:G0-8885,GeneID:2847674|gbkey:Gene|gene_biotype:ncRNA",false,,,,,,NC_000913.3:2153646-2153781:+; feature_type=gene
rna.b4437,rna,sibB,b4437|sibB,active,active|inhibited|degraded|overexpressed,small RNA SibB,,cytosol,NCBI RefSeq,rna-b4437,"Dbxref:ASAP:ABE-0047257,ECOCYC:G0-8885,GeneID:2847674|gbkey:ncRNA",false,,,,,,NC_000913.3:2153646-2153781:+; feature_type=ncRNA
gene.b4668,gene,ibsB,b4668|ibsB|ibsB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4668,"Dbxref:ECOCYC:G0-10632,GeneID:7751626|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2153681-2153737:-; feature_type=gene
gene.b2074,gene,mdtA,b2074|mdtA|mdtA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2074,"Dbxref:ASAP:ABE-0006872,ECOCYC:G7113,GeneID:946604|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2154016-2155263:+; feature_type=gene
gene.b2075,gene,mdtB,b2075|mdtB|mdtB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2075,"Dbxref:ASAP:ABE-0006874,ECOCYC:G7114,GeneID:946606|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2155263-2158385:+; feature_type=gene
gene.b2076,gene,mdtC,b2076|mdtC|mdtC,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2076,"Dbxref:ASAP:ABE-0006877,ECOCYC:G7115,GeneID:946608|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2158386-2161463:+; feature_type=gene
gene.b2077,gene,mdtD,b2077|mdtD|mdtD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2077,"Dbxref:ASAP:ABE-0006879,ECOCYC:EG12136,GeneID:946601|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2161464-2162879:+; feature_type=gene
gene.b2078,gene,baeS,b2078|baeS|baeS,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2078,"Dbxref:ASAP:ABE-0006882,ECOCYC:EG11617,GeneID:946611|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2162876-2164279:+; feature_type=gene
gene.b2079,gene,baeR,b2079|baeR|baeR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2079,"Dbxref:ASAP:ABE-0006884,ECOCYC:EG11618,GeneID:946605|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2164276-2164998:+; feature_type=gene
gene.b2080,gene,yegP,b2080|yegP|yegP,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2080,"Dbxref:ASAP:ABE-0006888,ECOCYC:G7117,GeneID:947095|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2165189-2165521:+; feature_type=gene
gene.b2081,gene,trhP,b2081|trhP|trhP,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2081,"Dbxref:ASAP:ABE-0006891,ECOCYC:G7118,GeneID:946609|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2165668-2167029:+; feature_type=gene
gene.b4438,gene,cyaR,b4438|cyaR|cyaR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b4438,"Dbxref:ASAP:ABE-0047258,ECOCYC:G0-8878,GeneID:2847769|gbkey:Gene|gene_biotype:ncRNA",false,,,,,,NC_000913.3:2167114-2167200:+; feature_type=gene
rna.b4438,rna,cyaR,b4438|cyaR,active,active|inhibited|degraded|overexpressed,small regulatory RNA CyaR,,cytosol,NCBI RefSeq,rna-b4438,"Dbxref:ASAP:ABE-0047258,ECOCYC:G0-8878,GeneID:2847769|gbkey:ncRNA",false,,,,,,NC_000913.3:2167114-2167200:+; feature_type=ncRNA
gene.b2082,gene,ogrK,b2082|ogrK|ogrK,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2082,"Dbxref:ASAP:ABE-0006893,ECOCYC:G7119,GeneID:945404|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2167302-2167520:-; feature_type=gene
gene.b2085,gene,yegR,b2085|yegR|yegR,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2085,"Dbxref:ASAP:ABE-0006907,ECOCYC:G7122,GeneID:946613|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2167989-2168306:-; feature_type=gene
gene.b2086,gene,yegS,b2086|yegS|yegS,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2086,"Dbxref:ASAP:ABE-0006911,ECOCYC:G7123,GeneID:946626|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2168712-2169611:+; feature_type=gene
gene.b2088,gene,insE5,b2088|insE5|insE5,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2088,"Dbxref:ASAP:ABE-0006917,ECOCYC:G7125,GeneID:946616|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2170236-2170535:+; feature_type=gene
gene.b2089,gene,insF5,b2089|insF5|insF5,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2089,"Dbxref:ASAP:ABE-0006919,ECOCYC:G7126,GeneID:946629|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2170532-2171398:+; feature_type=gene
gene.b2091,gene,gatD,b2091|gatD|gatD,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2091,"Dbxref:ASAP:ABE-0006924,ECOCYC:EG12417,GeneID:946598|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2171833-2172873:-; feature_type=gene
gene.b2093,gene,gatB,b2093|gatB|gatB,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2093,"Dbxref:ASAP:ABE-0006930,ECOCYC:EG12415,GeneID:946610|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2174282-2174566:-; feature_type=gene
gene.b2094,gene,gatA,b2094|gatA|gatA,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2094,"Dbxref:ASAP:ABE-0006932,ECOCYC:EG12414,GeneID:946633|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2174597-2175049:-; feature_type=gene
gene.b2095,gene,gatZ,b2095|gatZ|gatZ,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2095,"Dbxref:ASAP:ABE-0006934,ECOCYC:G7128,GeneID:946641|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2175059-2176321:-; feature_type=gene
gene.b2096,gene,gatY,b2096|gatY|gatY,expressed,expressed|repressed|knocked_out|mutated|overexpressed,NCBI RefSeq gene feature,,cytosol,NCBI RefSeq,gene-b2096,"Dbxref:ASAP:ABE-0006938,ECOCYC:EG12419,GeneID:946636|gbkey:Gene|gene_biotype:protein_coding",false,,,,,,NC_000913.3:2176350-2177204:-; feature_type=gene
