source_string_id,target_string_id,source_entity_ids,target_entity_ids,source_mapping_status,target_mapping_status,network_type,score,score_norm,experimental,database,textmining,combined_score
511145.b0093,511145.b3313,protein.P06136,protein.P0ADY7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3305,protein.P06136,protein.P0AG55,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3463,protein.P06136,protein.P0A9R7,unique,unique,physical_association,900,0.900,0,540,792,900
511145.b0093,511145.b3231,protein.P06136,protein.P0AA10,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3984,protein.P06136,protein.P0A7L0,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3314,protein.P06136,protein.P0A7V3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3321,protein.P06136,protein.P0A7R5,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b1716,protein.P06136,protein.P0A7L3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3315,protein.P06136,protein.P61175,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3308,protein.P06136,protein.P62399,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b0169,protein.P06136,protein.P0A7V0,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b0095,protein.P06136,protein.P0A9A6,unique,unique,physical_association,860,0.860,126,540,680,860
511145.b0093,511145.b3306,protein.P06136,protein.P0A7W7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b0089,protein.P06136,protein.P0ABG4,unique,unique,physical_association,981,0.981,457,540,932,981
511145.b0093,511145.b3304,protein.P06136,protein.P0C018,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3319,protein.P06136,protein.P60723,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b0084,protein.P06136,protein.P0AD68,unique,unique,physical_association,989,0.989,593,540,946,989
511145.b0093,511145.b0023,protein.P06136,protein.P0A7U7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b2606,protein.P06136,protein.P0A7K6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3303,protein.P06136,protein.P0A7W1,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3307,protein.P06136,protein.P0AG59,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3296,protein.P06136,protein.P0A7V8,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b1717,protein.P06136,protein.P0A7Q1,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3310,protein.P06136,protein.P0ADY3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3462,protein.P06136,protein.P0AC30,unique,unique,physical_association,795,0.795,399,540,320,795
511145.b0093,511145.b3636,protein.P06136,protein.P0A7N9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3301,protein.P06136,protein.P02413,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b2412,protein.P06136,protein.P77173,unique,unique,physical_association,887,0.887,0,540,766,887
511145.b0093,511145.b3302,protein.P06136,protein.P0AG51,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3637,protein.P06136,protein.P0A7M2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b1089,protein.P06136,protein.P0A7N4,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b2185,protein.P06136,protein.P68919,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3299,protein.P06136,protein.P0A7Q6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3311,protein.P06136,protein.P0AG63,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b0083,protein.P06136,protein.P0AEN4,unique,unique,physical_association,994,0.994,457,540,980,994
511145.b0093,511145.b3230,protein.P06136,protein.P0A7X3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3298,protein.P06136,protein.P0A7S9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b0094,protein.P06136,protein.P0ABH0,unique,unique,physical_association,963,0.963,506,540,853,963
511145.b0093,511145.b3342,protein.P06136,protein.P0A7S3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3317,protein.P06136,protein.P60422,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0094,511145.b3933,protein.P0ABH0,protein.P29131,unique,unique,physical_association,978,0.978,704,540,857,978
511145.b0094,511145.b0890,protein.P0ABH0,protein.P46889,unique,unique,physical_association,954,0.954,0,540,905,954
511145.b0094,511145.b2748,protein.P0ABH0,protein.P0A6S5,unique,unique,physical_association,756,0.756,0,540,493,756
511145.b0094,511145.b2910,protein.P0ABH0,protein.P0ADS2,unique,unique,physical_association,895,0.895,145,0,883,895
511145.b0094,511145.b0093,protein.P0ABH0,protein.P06136,unique,unique,physical_association,963,0.963,506,540,853,963
511145.b0094,511145.b3463,protein.P0ABH0,protein.P0A9R7,unique,unique,physical_association,942,0.942,0,540,881,942
511145.b0094,511145.b0095,protein.P0ABH0,protein.P0A9A6,unique,unique,physical_association,995,0.995,509,540,982,995
511145.b0094,511145.b0089,protein.P0ABH0,protein.P0ABG4,unique,unique,physical_association,910,0.910,77,540,807,910
511145.b0094,511145.b0084,protein.P0ABH0,protein.P0AD68,unique,unique,physical_association,913,0.913,421,540,703,913
511145.b0094,511145.b3462,protein.P0ABH0,protein.P0AC30,unique,unique,physical_association,970,0.970,399,540,902,970
511145.b0094,511145.b2412,protein.P0ABH0,protein.P77173,unique,unique,physical_association,993,0.993,399,540,977,993
511145.b0094,511145.b0083,protein.P0ABH0,protein.P0AEN4,unique,unique,physical_association,833,0.833,0,540,652,833
511145.b0095,511145.b0102,protein.P0A9A6,protein.P36680,unique,unique,physical_association,879,0.879,879,0,0,879
511145.b0095,511145.b3933,protein.P0A9A6,protein.P29131,unique,unique,physical_association,818,0.818,0,540,621,818
511145.b0095,511145.b0890,protein.P0A9A6,protein.P46889,unique,unique,physical_association,911,0.911,457,540,676,911
511145.b0095,511145.b3251,protein.P0A9A6,protein.P0A9X4,unique,unique,physical_association,874,0.874,526,0,745,874
511145.b0095,511145.b3928,protein.P0A9A6,protein.P0AF36,unique,unique,physical_association,965,0.965,399,0,946,965
511145.b0095,511145.b0946,protein.P0A9A6,protein.P75862,unique,unique,physical_association,711,0.711,576,0,348,711
511145.b0095,511145.b2910,protein.P0A9A6,protein.P0ADS2,unique,unique,physical_association,984,0.984,546,0,966,984
511145.b0095,511145.b0089,protein.P0A9A6,protein.P0ABG4,unique,unique,physical_association,907,0.907,225,540,761,907
511145.b0095,511145.b3641,protein.P0A9A6,protein.P0C093,unique,unique,physical_association,875,0.875,662,0,647,875
511145.b0095,511145.b0958,protein.P0A9A6,protein.P0AFZ5,unique,unique,physical_association,838,0.838,786,0,278,838
511145.b0095,511145.b0094,protein.P0A9A6,protein.P0ABH0,unique,unique,physical_association,995,0.995,509,540,982,995
511145.b0095,511145.b2412,protein.P0A9A6,protein.P77173,unique,unique,physical_association,999,0.999,960,540,982,999
511145.b0095,511145.b1176,protein.P0A9A6,protein.P18196,unique,unique,physical_association,761,0.761,509,0,534,761
511145.b0095,511145.b3463,protein.P0A9A6,protein.P0A9R7,unique,unique,physical_association,974,0.974,457,540,904,974
511145.b0095,511145.b0093,protein.P0A9A6,protein.P06136,unique,unique,physical_association,860,0.860,126,540,680,860
511145.b0095,511145.b0084,protein.P0A9A6,protein.P0AD68,unique,unique,physical_association,936,0.936,0,540,868,936
511145.b0095,511145.b0438,protein.P0A9A6,protein.P0A6H1,unique,unique,physical_association,882,0.882,509,0,770,882
511145.b0095,511145.b3462,protein.P0A9A6,protein.P0AC30,unique,unique,physical_association,789,0.789,0,540,562,789
511145.b0097,511145.b1089,protein.P62395,protein.P0A7N4,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3637,protein.P62395,protein.P0A7M2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3309,protein.P62395,protein.P60624,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3302,protein.P62395,protein.P0AG51,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3320,protein.P62395,protein.P60438,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3301,protein.P62395,protein.P02413,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3636,protein.P62395,protein.P0A7N9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3342,protein.P62395,protein.P0A7S3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3317,protein.P62395,protein.P60422,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3314,protein.P62395,protein.P0A7V3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3231,protein.P62395,protein.P0AA10,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3305,protein.P62395,protein.P0AG55,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3313,protein.P62395,protein.P0ADY7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3230,protein.P62395,protein.P0A7X3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3298,protein.P62395,protein.P0A7S9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3186,protein.P62395,protein.P0AG48,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3165,protein.P62395,protein.P0ADZ4,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3311,protein.P62395,protein.P0AG63,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b2185,protein.P62395,protein.P68919,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3299,protein.P62395,protein.P0A7Q6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3297,protein.P62395,protein.P0A7R9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3319,protein.P62395,protein.P60723,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b0097,511145.b3304,protein.P62395,protein.P0C018,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3318,protein.P62395,protein.P0ADZ0,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3306,protein.P62395,protein.P0A7W7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3341,protein.P62395,protein.P02359,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3315,protein.P62395,protein.P61175,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b0097,511145.b3065,protein.P62395,protein.P68679,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b0169,protein.P62395,protein.P0A7V0,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3308,protein.P62395,protein.P62399,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3703,protein.P62395,protein.P0A7P5,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b2609,protein.P62395,protein.P0A7T3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3321,protein.P62395,protein.P0A7R5,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b1716,protein.P62395,protein.P0A7L3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3983,protein.P62395,protein.P0A7J7,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0097,511145.b4200,protein.P62395,protein.P02358,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3185,protein.P62395,protein.P0A7L8,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b4203,protein.P62395,protein.P0A7R1,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b1717,protein.P62395,protein.P0A7Q1,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3310,protein.P62395,protein.P0ADY3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3294,protein.P62395,protein.P0AG44,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3303,protein.P62395,protein.P0A7W1,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3307,protein.P62395,protein.P0AG59,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b4202,protein.P62395,protein.P0A7T7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3296,protein.P62395,protein.P0A7V8,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3316,protein.P62395,protein.P0A7U3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b0023,protein.P62395,protein.P0A7U7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b3312,protein.P62395,protein.P0A7M6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0097,511145.b2606,protein.P62395,protein.P0A7K6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3302,protein.P10408,protein.P0AG51,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3705,protein.P10408,protein.P25714,unique,unique,physical_association,947,0.947,0,900,497,947
511145.b0098,511145.b3299,protein.P10408,protein.P0A7Q6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b2610,protein.P10408,protein.P0AGD7,unique,unique,physical_association,951,0.951,0,900,533,951
511145.b0098,511145.b0053,protein.P10408,protein.P0ABZ6,unique,unique,physical_association,702,0.702,0,0,702,702
511145.b0098,511145.b3317,protein.P10408,protein.P60422,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3308,protein.P10408,protein.P62399,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3464,protein.P10408,protein.P10121,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0098,511145.b3319,protein.P10408,protein.P60723,unique,unique,physical_association,806,0.806,806,0,0,806
511145.b0098,511145.b3985,protein.P10408,protein.P0A7J3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3175,protein.P10408,protein.P0AG99,unique,unique,physical_association,998,0.998,762,900,931,998
511145.b0098,511145.b3300,protein.P10408,protein.P0AGA2,unique,unique,physical_association,998,0.998,576,900,976,998
511145.b0098,511145.b0408,protein.P10408,protein.P0AG90,unique,unique,physical_association,826,0.826,0,540,638,826
511145.b0098,511145.b3320,protein.P10408,protein.P60438,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3305,protein.P10408,protein.P0AG55,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3609,protein.P10408,protein.P0AG86,unique,unique,physical_association,999,0.999,813,900,972,999
511145.b0098,511145.b3231,protein.P10408,protein.P0AA10,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3703,protein.P10408,protein.P0A7P5,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3318,protein.P10408,protein.P0ADZ0,unique,unique,physical_association,903,0.903,903,0,0,903
511145.b0098,511145.b3312,protein.P10408,protein.P0A7M6,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b0098,511145.b3981,protein.P10408,protein.P0AG96,unique,unique,physical_association,998,0.998,742,900,957,998
511145.b0098,511145.b3636,protein.P10408,protein.P0A7N9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3301,protein.P10408,protein.P02413,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b3637,protein.P10408,protein.P0A7M2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0098,511145.b1089,protein.P10408,protein.P0A7N4,unique,unique,physical_association,800,0.800,800,0,0,800
